Level,Symbol,Meaning,Radical Component Name,Radical Component Symbol,Meaning Mnemonic,Reading Onyomi,Reading Kunyomi,Reading Nanori,Reading Whitelist,Reading Mnemonic
7,付,Attach,"Leader,Measurement","ｲ,寸","You have to take the measurement of a leader. Imagine yourself measuring that leader's height and then coming up short. This is not good, you think. Leaders need to be at least six feet tall. So, to make the leader tall enough, you <kanji>attach</kanji> another head to the top of the leader's head.

Make sure you really feel like the person can’t be a leader because they’re too short when you measure them (I know this isn’t true, but we’re remembering kanji here, anything goes!). As long as you feel disconcerted that the leader isn’t tall enough, you should be able to remember that you need to attach something to the leader to make them tall enough. The fact that you’re attaching another head to the top of the leader's head is pretty weird too, and should help you to remember the meaning.",<jp>ふ</jp>,<reading><jp>つ</jp></reading>,None,つ,"You have to remember the kun'yomi reading of this kanji, and the part you need to remember is <jp>つ</jp>. So, think of <kanji>attach</kanji>ing something to something else. What would you need? You'd need <reading>two</reading> (<jp>つ</jp>) things to put together!

Just focus on how attaching requires two things to remember this reading."
49,煮,Boil,"Someone,Boil","者,灬","If <radical>someone</radical> wants to <radical>boil</radical>, you let them <kanji>boil</kanji>!

There's someone in your face yelling about how they want to boil! You yell back, ""Okay, if you want to boil, just boil!""",<jp>しゃ</jp>,<reading><jp>に</jp></reading>,None,に,"Welp, the pot is at a rolling <kanji>boil</kanji> and your <reading>knee</reading> (<jp>に</jp>) is in there. The person wasn't saying they wanted to boil, they said they wanted to boil someone. And that meant you. Well, your knee anyway.

Once your knee is done boiling, the person kneels down in front of you and presents it on a platter, mocking you, since you can't kneel anymore. You should pay more attention to what's going on from now on or you could find yourself in... HOT WATER. Ohohoho."
47,砕,Smash,"Stone,Nine,Cross","石,九,十","Take this <radical>stone</radical> and throw it at <radical>nine</radical> <radical>cross</radical>es to <kanji>smash</kanji> them! It's like old-fashioned bowling, but instead of rolling this stone to knock down the crosses, you want to completely smash them to bits!

Picture the nine crosses in front of you, lined up in a triangle. Now take your rock, hold it above your head, and SMASH it down on them as hard as you can!!",<reading><jp>さい</jp></reading>,<jp>くだ</jp>,None,さい,"As you <kanji>smash</kanji> these crosses, you think of your <reading>cy</reading>borg (<jp>さい</jp>) and how much you want to smash the people who took it away from you. Your cyborg was so good at smashing things too. You could be smashing together, if you didn't have to sell it.

You smash things because your own heart has been smashed by your cyborg. :'("
47,炊,Cook,"Fire,Lack","火,欠","Without a <radical>fire</radical>, you will <radical>lack</radical> the ability to <kanji>cook</kanji> anything. You really need a fire to cook properly. Having a fire will make sure any cooking endeavors you attempt will not fail.

Imagine yourself as you cook with a fire very confidently. Knowing you cannot fail, feel the heat and hear the crackling embers of the fire. Smell the delicious smell of whatever you are cooking as well.",<reading><jp>すい</jp></reading>,<jp>た</jp>,None,すい,"You <kanji>cook</kanji> your meal evenly by <reading>swi</reading>nging (<jp>すい</jp>) it back and forth over the fire. You swing it left, you swing it right. You swing it to, you swing it fro. All this swinging ensures a properly cooked meal.

Imagine swinging this meal over the fire. Feel the flames licking at your fingertips as you cook this meal by swinging it back and forth over the fire."
46,零,"Zero,Spill","Rain,Orders","雨,令","You get <radical>rain</radical> <radical>orders</radical>. Your orders are to make sure there is <kanji>zero</kanji> <kanji>spill</kanji>.

Despite it raining, your orders are to make sure none (zero!) of the rain spills anywhere. Figure out what you need to do to make sure you follow these rain orders successfully. Zero spill, alright?",<reading><jp>れい</jp></reading>,<jp>こぼ</jp>,None,れい,"The best way to make sure there is <kanji>zero</kanji> <kanji>spill</kanji> when it rains is to get rid of the rain. You use a special <reading>ray</reading> (<jp>れい</jp>) gun and zap the rain right out of the sky. There will be zero spills because there will be zero rain.

You just take your ray gun and ""zap!"" the clouds are gone. There will be zero spills today.

Hint: when you see the radical <radical>orders</radical> it's fairly likely the reading will be <jp>れい</jp>."
43,裂,"Split,Tear","Yakuza,Knife,Clothes","歹,刂,衣","When a <radical>yakuza</radical> takes a <radical>knife</radical> to <radical>clothes</radical>, it will of course cause a <kanji>split</kanji> or <kanji>tear</kanji>.

It doesn't matter if it's a yakuza member or not. Any knife will cause a split or tear in clothes.",<reading><jp>れつ</jp></reading>,<jp>さ</jp>,None,れつ,"""I want to <kanji>split</kanji> and <kanji>tear</kanji> that."" You agree, so you say <reading>Let's</reading> (<jp>れつ</jp>) do it.

Think of a thing you want to tear with your yakuza buddy. You're into it, so you agree and say ""Ret's do it!"""
42,揚,Hoist,"Fingers,Easy","扌,易","If you have <radical>fingers</radical> it's <radical>easy</radical> to <kanji>hoist</kanji> things above your head. If you don't have fingers, well, it's not so easy.

Hoist the sails! Hoist the anchor! Hoist a baby! All of these situations are easier if you have a ton of working fingers. (The more the better.)",<jp>よう</jp>,<reading><jp>あ</jp></reading>,None,あ,"Today, you have to <kanji>hoist</kanji> so much stuff. ""<reading>Ah</reading>!"" you say, ""So much hoisting to do."" Better get to it!

Imagine hoisting things over and over again. Each time you spot a new thing that needs hoisting, you say ""Ah! Something else to hoist!"""
40,薄,Dilute,"Flowers,Tsunami,Specialty","艹,氵,専","The <radical>flowers</radical> are being worked upon by a <radical>tsunami</radical> with a <radical>specialty</radical> for knowing how to <kanji>dilute</kanji> things. The tsunami can dilute the flowers by pouring itself onto it. A tsunami can dilute things because it is made of water. You could say that it’s its specialty.

Look at the flowers as they begin to dilute. Their color and fragrance and dimensions become weaker and more spread out. It’s really trippy to witness.",<reading><jp>はく</jp></reading>,<jp>うす</jp>,None,はく,"As you watch the flower <kanji>dilute</kanji>, you determine that this is obviously a nature <reading>hack</reading> (<jp>はく</jp>). You’ve never seen anything like this before, so you think the tsunami found out how to hack nature and that’s how it got so good at diluting things. By hacking nature.

As you continue to watch the flower dilute due to the water being poured onto it by the tsunami, imagine what techniques this tsunami is using to hack nature. Is the tsunami a super cyborg from the future? Maybe."
40,嬉,"Glad,Happy","Woman,Rejoice","女,喜","A <radical>woman</radical> is <radical>rejoic</radical>ing. She must be <kanji>glad</kanji> and <kanji>happy</kanji> to rejoice out loud in front of you like this.

Picture a woman rejoicing loudly. She's got a big smile on her face and she wants you and everyone else to see how glad she is.",<reading><jp>き</jp></reading>,<jp>うれ</jp>,None,き,"""I'm so <kanji>glad</kanji>!"" the woman shouts, ""Because I found the <reading>key</reading> (<jp>き</jp>)!"" You immediately start to wonder what ""the key"" is. The key to life? The key to learning Japanese? Then you see she's holding up some car keys.

You'd be happy too if you'd just found your lost keys. Though maybe you wouldn't shout it for the entire world to hear."
40,雅,Elegant,"Fang,Turkey","牙,隹","A <radical>fang</radical> on a <radical>turkey</radical> is <kanji>elegant</kanji>. Most turkeys do not have fangs, so this turkey with a fang is quite elegant and dignified. This turkey is special.

Look at this turkey with a fang. It’s elegant, but also frightening. See the fanged turkey staring at you menacingly.",<reading><jp>が</jp></reading>,<jp>みや</jp>,None,が,"This <kanji>elegant</kanji> fang makes the turkey look more like a <reading>ga</reading>rgoyle (<jp>が</jp>) than a turkey. In fact, you haven't seen it move at all. Maybe it is just an elegant gargoyle!

Picture this elegant gargoyle sitting in front of you. Reach out your hand and feels its hard, elegant stone gargoyle body."
40,隣,"Neighbor,Neighbour","Building,Rice,Dance","阝,米,舛","Inside that <radical>building</radical> someone is doing a <radical>rice</radical> <radical>dance</radical>. That someone is your <kanji>neighbor</kanji>.

Imagine your neighbor doing a rice dance, whatever that may be, in the building next to yours. That's your neighbor, for ya.",<reading><jp>りん</jp></reading>,<jp>となり</jp>,None,りん,"Your <kanji>neighbor</kanji> has an incredible <reading>rin</reading>g (<jp>りん</jp>) that they use for their rice dance.

Imagine the ring your neighbor has as overly extravagant. You have to make it wild enough for you to remember. Maybe it is integral to their rice dance. Perhaps you covet your neighbor's rice dance ring."
40,透,Transparent,"Scooter,Grain,Stairs","<i class=""radical-scooter""></i>,禾,乃","The <radical>scooter</radical> you made out of <radical>grain</radical>s, and are about to ride down the <radical>stairs</radical> with, is completely <kanji>transparent</kanji>. You mashed the grains down so fine that you can see through them! And then you made them into a scooter.

Picture this transparent scooter. Well, it's actually a bit hard to see, because it's see-through. I guess imagine the outline and the feel, as you perch at the top of your stairs.",<reading><jp>とう</jp></reading>,<jp>す</jp>,None,とう,"You slip, the <kanji>transparent</kanji> scooter scoots down the stairs without you and into the streets of <reading><jp>とう</jp></reading>. Nooo! Transpa-scootie come back!

Almost immediately you lose track of the scooter because it's transparent. All you see is <jp>とうきょう</jp> in front of you. And no scooter. Maybe this is why people don't make transparent vehicles."
40,褒,Praise,"Lid,Preserve,Kick","亠,保,<i class=""radical-kick""></i>","Lift the <radical>lid</radical> off your <radical>preserve</radical>s, <radical>kick</radical> it, and <kanji>praise</kanji> the lord! Your food is preserved, you don't need the lid anymore, praise be!

You also praise the lid. And praise the plants and animals that gave you the food.",<reading><jp>ほう</jp></reading>,<jp>ほ</jp>,None,ほう,"You do this <kanji>prais</kanji>ing in your <reading>ho</reading>me (<jp>ほう</jp>), though, not a church. I don't think anyone outside your home would understand why you're praising inanimate objects.

If you're going to praise the ingenuity of the invention of the ""lid"" for its preservation methods, you should definitely do it from home. Or at least from the internet from home. Find your people where you can, you know?"
40,誉,Honor,"Grass,Ground,Fins,Say","<i class=""radical-grass""></i>,一,ハ,言","There’s <radical>grass</radical> on the <radical>ground</radical> and the <radical>fins</radical> there <radical>say</radical> you have no <kanji>honor</kanji>. The fins are left over from the fish you dismembered and they do not believe it was an act of honor. Now they are just sitting on the ground on the grass, calling you out for having no honor.

Listen to what the fins have to say as they flop around on the ground in the grass. Hear them swish about as they flop, brushing up against the blades of grass.",<reading><jp>よ</jp></reading>,<jp>ほ</jp>,None,よ,"Being one of little <kanji>honor</kanji>, you decide to squash these vocal fins with your <reading>yo</reading>-yo (<jp>よ</jp>). You take out your yo-yo and start bashing each fin with it until they stop talking about what little honor you have.

Imagine taking your yo-yo out to do this. Feel the string tighten around your finger as you unleash the yo-yo and silence all the fins."
40,衝,Collide,"Go,Heavy","行,重","If you try to <radical>go</radical> somewhere but you're too <radical>heavy</radical> you'll <kanji>collide</kanji> with everything. Cars, people, houses. You're too heavy to dodge them, so you collide with it all.

Imaging being too heavy to go anywhere without colliding with things.",<reading><jp>しょう</jp></reading>,<jp>つ</jp>,None,しょう,"You're going around the town, you <kanji>collide</kanji> with a bunch of things, when all of a sudden you collide with the <reading>Shou</reading>gun (<jp>しょう</jp>)! Oh no! The shogun looks really mad.

The Shougun is glaring at you from the ground. ""You've been colliding with my entire city and now you collide into ME?!"" Smoke blows out his nostrils."
40,殖,Multiply,"Yakuza,Fix","歹,直","When you go to the <radical>yakuza</radical> to <radical>fix</radical> your problems they'll just <kanji>multiply</kanji>.

You thought you had problems before? Yikes, now you've done it. The yakuza are just going to make all of your problems multiply!",<reading><jp>しょく</jp></reading>,<jp>ふ</jp>,None,しょく,"Just like I said, your problems <kanji>multiply</kanji> before your eyes and give you quite a <reading>shock</reading> (<jp>しょく</jp>). You really shouldn't be shocked though, because I warned you this would happen.

Feel shock envelop your entire body as late payments multiply into more debt, and the number of people mad at you multiply too. You can't even think from the shock of it all."
40,頻,Frequent,"Walk,Geoduck","歩,頁","You <radical>walk</radical> by a <radical>geoduck</radical> a <kanji>frequent</kanji> amount. This geoduck really intrigues you, so you can’t help but frequent the area the geoduck is in and walk around.

Imagine walking around near this geoduck. This is the best area to frequent when you want to look at the geoduck. Just keep looking at it as you walk.",<reading><jp>ひん</jp></reading>,<jp>しき</jp>,None,ひん,"Apparently Hindu people also love geoducks because <reading>Hin</reading>du (<jp>ひん</jp>) people <kanji>frequent</kanji> this area quite often as well. You always see the geoduck here, but also a lot of Hindu people.

Look at all the Hindu people as you walk around and observe the geoduck. Hear them all speaking Hindi as you continue to walk around."
40,繁,Overgrown,"Every,Winter,Thread","毎,夂,糸","<radical>Every</radical> <radical>winter</radical> the <radical>thread</radical> fields become <kanji>overgrown</kanji>. Yes, thread grows in fields these days. And the thread grows the most in the winter because reasons. The thread gets so overgrown that you can’t even walk through it without cutting the thread down with a machete.

Imagine trying to wade through this overgrown field of thread. It’s really difficult, and also it’s really cold because it’s winter. You shiver. Imagine chopping the thread down with your machete. Chop chop chop!",<reading><jp>はん</jp></reading>,<jp>しげ</jp>,None,はん,"The reason this field of thread got so <kanji>overgrown</kanji> is because you’re <reading>Han</reading> (<jp>はん</jp>) Solo and you’re not used to simple things like farming thread. Han Solo is used to blasting baddies and kissing princesses. Overgrown thread is not his specialty. Use your blaster to clear a way through this thread instead of using that machete.

Imagine yourself as Han Solo, bravely blasting your way through the overgrown thread with your blaster. Pew pew pew!"
40,茂,Luxuriant,"Flowers,Slide,Drunkard","艹,丿,戈","You take <radical>flowers</radical> down a <radical>slide</radical> to a <radical>drunkard</radical> that you picked from your <kanji>luxuriant</kanji> garden. You picked the flowers from the luxuriant garden, not the drunkard, mind you. Also the drunkard has a cane, but not flowers. That’s why you picked some from your luxuriant garden and slid down your cool slide. Now the drunkard has a cane and some flowers.

Imagine picking these flowers from your luxuriant garden then shooting down the slide. There are so many flowers that you are simply overwhelmed by their aroma. Now hand your flowers to the drunkard and watch his face light up as he excitedly thanks you for the gift.",<reading><jp>も</jp></reading>,<jp>しげ</jp>,None,も,"The drunkard is so happy to receive flowers from your <kanji>luxuriant</kanji> garden that he begins to <reading>mo</reading>an (<jp>も</jp>) with pleasure. The moans are getting louder and more erotic. You’re kind of creeped out. You really want him to stop moaning.

Hear the drunkard moan as he rubs the flowers all over his body. You’re really weirded out. This is the last time you give him flowers from your luxuriant garden, that’s for sure."
40,獲,Seize,"Animal,Flowers,Turkey,Stool","犭,艹,隹,又","You see an <radical>animal</radical> with some <radical>flowers</radical> and a <radical>turkey</radical> on a <radical>stool</radical> trying to <kanji>seize</kanji> them. The animal with the flowers is really tall so the turkey needs to stand on the stool in its attempt to seize the flowers.

Look at this turkey straining itself on the stool trying to seize the flowers, grunting with effort. You think he’ll ever get them?",<reading><jp>かく</jp></reading>,<jp>え</jp>,None,かく,"The animal the turkey is trying to <kanji>seize</kanji> the flowers from is a <reading>cock</reading> (<jp>かく</jp>). The cock is a lot bigger than the turkey, so that’s why the turkey needs to stand on the stool in its attempt to seize those flowers.

Imagine this scene again only with a big cock holding the flowers as the turkey attempts to seize them. Hear the cock shouting cock-a-doodle-doo as it defends its flowers."
40,犠,Sacrifice,"Cow,Righteousness","牛,義","The <radical>cow</radical> of <radical>righteousness</radical> is always there for us. He is the cow that must <kanji>sacrifice</kanji> himself for us to survive.

The reason he is sacrificing himself is so we can all eat! Yum! Thanks to your sacrifice, righteous cow, we all have hamburgers. You should think about all the cows you ask to die for you every day. Maybe say thanks next time.",<reading><jp>ぎ</jp></reading>,None,None,ぎ,"The <kanji>sacrifice</kanji> must be done via <reading>gui</reading>llotine (<jp>ぎ</jp>). I know, I know, that sounds really brutal, but it's the best way. It's fast, it's effective, and hopefully the sacrifice—I mean, cow—doesn't feel a thing.

Of course, the reading is also shared with kanji like <jp>義</jp>. The righteousness radicals seems to have that effect on kanji."
40,殿,"Milord,Lord","Flag,Together,Weapon","尸,共,殳","Under the same <radical>flag</radical>, all the people get <radical>together</radical> to present a new <radical>weapon</radical> to your <kanji>lord</kanji>. You all bow and say, ""<kanji>Milord</kanji>, this gift is for you."" Because that's the proper way to address your lord.

When you address your lord you better say ""milord,"" otherwise you might get beheaded with the weapon you're all giving him.",<reading><jp>でん</jp></reading>,"<jp>との, どの</jp>",None,でん,"As you give the <kanji>lord</kanji> his weapon together, you see his face turn into a frown, ""What's wrong, <kanji>Milord</kanji>?"" you ask. ""THERE'S A <reading>DEN</reading>T (<jp>でん</jp>)!"" he bellows.

Oh no, oh no, oh no! Now the lord is running around with his dented weapon trying to put dents in all of you. You don't want a dent in your head! Run!"
40,敷,Spread,"Cross,Rice Paddy,Direction,Winter","十,田,方,夂","Taking a <radical>cross</radical>, you walk through the <radical>rice paddy</radical> in the <radical>direction</radical> of <radical>winter</radical> and <kanji>spread</kanji> your arms wide. You spread your arms to halt the approach of winter because your rice paddy is not done growing yet. You take the cross with you for some extra religious power of persuasion.

Imagine facing the direction of the approaching winter while facing away from the rice paddy. Feel the weight of the cross in your hands as you spread your arms and implore the winter to hold off on its arrival.",<jp>ふ</jp>,"<reading><jp>しき, し</jp></reading>",None,"しき, し","You’re actually a <reading>Sheikh</reading> (<jp>しき</jp>) (an Arab leader) which makes the fact that you’re holding a cross while you <kanji>spread</kanji> your arms even more of a big deal. You spread your arms wider than any Sheikh ever has before.

Side note: The official kun'yomi reading is just <jp>し</jp> but since no vocab words ever use <jp>し</jp>, we're teaching you <jp>しき</jp>, which includes what used to be okurigana but is never used outside of the kanji anymore.

Feel the strain on your Sheikh arms as you continue to spread them. Since you’re a Sheikh, you have to set a good example for your people, so don’t let them (or your arms) down."
40,鋭,Sharp,"Gold,Guard","金,兑","If you have <radical>gold</radical> you also need a <radical>guard</radical> with a very <kanji>sharp</kanji> sword to protect it.

You should probably also get some sharp spikes, sharp traps, and sharp spears to keep that gold safe too. Just a bunch of sharp stuff.",<reading><jp>えい</jp></reading>,<jp>するど</jp>,None,えい,"You're setting up all these sharp traps around your gold when you step on a <kanji>sharp</kanji> <reading>a</reading>corn (<jp>えい</jp>) that's just laying on the floor. Ouch! But wait, then you get a great idea!

Imagine covering the floor around your gold in sharp acorns. This is basically a Home Alone situation, and anyone who tries to steal your stuff is gonna get stuck full of sharp things and probably stabbed by your guard."
40,敏,Alert,"Every,Winter","毎,夂","<radical>Every</radical> <radical>winter</radical> you are <kanji>alert</kanji> for danger. Everyone knows that the worst monsters come out in the winter so you need to be alert if you want to survive.

Imagine yourself out in the winter wilderness. You hear twigs snapping, growling, leaves rustling. You’re incredibly alert and aware of everything going on around you.",<reading><jp>びん</jp></reading>,None,None,びん,"Being the <kanji>alert</kanji> fellow you are, you hear a sasquatch approaching and dive into a trash <reading>bin</reading> (<jp>びん</jp>) to hide. The bin smells really bad and you are keenly alert to all the various stenches and smells currently penetrating your nostrils, but at least you are safe.

Listen to the sasquatch rumble on by as you continue to smell the smelly smells of this putrid bin you’re in."
40,携,Portable,"Fingers,Turkey,Stairs","扌,隹,乃","Use your <radical>fingers</radical> to shoo a <radical>turkey</radical> down the <radical>stairs</radical> and into a <kanji>portable</kanji> carrier. You've been trying to get this turkey into the carrier so you can transport it for like, the past hour. You finally got it done with the help of gravity. And, you know, smacking it a bit in the butt with your fingers.

Turkeys aren't portable on their own. I mean you could pick one up I guess, but it will bite and poop on you. So get it in a portable carrier first.",<reading><jp>けい</jp></reading>,<jp>たずさ</jp>,None,けい,"You needed the turkey to be more <kanji>portable</kanji> because you're going to be bringing it to a <reading>ca</reading>ke (<jp>けい</jp>) shop to turn it into a cake. You aren't cooking it! Geez, what's wrong with you? No, you're making a cake OF it, for its birthday. The baker needs to see it for reference.

Imagine getting a portable turkey cake made of your pet turkey. It's made of turkey friendly cake mix."
40,排,"Reject,Refuse","Fingers,Criminal","扌,非","Raise your <radical>fingers</radical> to a <radical>criminal</radical> to <kanji>reject</kanji> their request to have your things. If someone is trying to steal something from you, just reject them.

""Talk to the hand, I mean, fingers!"" you say, <kanji>refus</kanji>ing the criminal.",<reading><jp>はい</jp></reading>,None,None,はい,"After you <kanji>refuse</kanji> him, he recites this <reading>hai</reading>ku (<jp>はい</jp>) at you: 

You are very mean / What's a criminal to do / But haiku at you.

You refuse to listen to any other haikus and you push your fingers into the criminal's face and walk away."
40,戒,Commandment,"Drunkard,Twenty","戈,廾","The <radical>drunkard</radical> issued <radical>twenty</radical> <kanji>commandment</kanji>s to his people.

He basically just made up a bunch of commandments to order all the other drunkards around and decided having twenty (twice the amount of that other religion he heard about) would be a good number.",<reading><jp>かい</jp></reading>,<jp>いまし</jp>,None,かい,"The drunkard is yelling out his twenty <kanji>commandment</kanji>s to the others at the bar, but they're all about <reading>kay</reading>aks (<jp>かい</jp>).

Commandment 1: Thou shalt not touch my kayak
Commandment 2: Thou shalt not look at my kayak
Commandment 3: Thou shalt give me beer to put in my kayak

It goes on like that for a while..."
40,巡,Patrol,"Scooter,Flood","<i class=""radical-scooter""></i>,巛","You're using your <radical>scooter</radical> to navigate the <radical>flood</radical> because you're on <kanji>patrol</kanji>. You're one of the few people with a floating scooter, so it's your job to patrol the flood waters and look for people and animals that need help.

Imagine patrolling the flood waters on your scooter, which is bubbling and scooting along on the surface of the water. You have to be extremely vigilant in your patrol, you don't want any lives to be lost on your watch.",<reading><jp>じゅん</jp></reading>,<jp>めぐ</jp>,None,じゅん,"You have to <kanji>patrol</kanji> all of the floods in <reading>June</reading> (<jp>じゅん</jp>). Unfortunately, that's the month when most of the floods in Japan happen, so you end up on patrol a lot.

You're in a group with a bunch of other scooter people, and you're all assigned to one month of flood patrol duty. But you got June. The floodiest month. Womp womp."
40,堀,Ditch,"Dirt,Flag,Exit","土,尸,出","When you're driving, you may notice the <radical>flag</radical>s in the <radical>dirt</radical> near the <radical>exit</radical>s. These flags mark the <kanji>ditch</kanji> running along the side of the road. You won't want to try to exit the road here or you'll end up stuck in one.

Picture the flags in the dirt. Picture the ditch just over the edge of them. Now look for another way to exit this road, cause that way is just not a good idea.",<jp>くつ</jp>,<reading><jp>ほり</jp></reading>,None,ほり,"If you do end up veering into a <kanji>ditch</kanji> you'll find yourself yelling, ""<reading>Holy</reading> (<jp>ほり</jp>) crap!"" Then you'll go hurtling into the ditch.

It's a pun, get it? Holy. Hole-y. The ditch is a long hole. See? It's funny."
40,吹,Blow,"Mouth,Lack","口,欠","You attempt to expel wind out of your <radical>mouth</radical> but <radical>lack</radical> the breath to <kanji>blow</kanji> out any. You’re using your mouth and trying to blow out some air, but you are failing to do so.

Blow some air out of your mouth. It’s easy, right? Imagine what could cause you to fail at this activity.",<jp>すい</jp>,<reading><jp>ふ</jp></reading>,None,ふ,"You silly <reading>foo</reading>l (<jp>ふ</jp>), the reason you couldn’t <kanji>blow</kanji> any air out of your mouth is because your hand was over it. You can’t blow air out that way. You silly fool, you.

Attempt to blow air out of your mouth while covering it with your hand. It’s hard to do, right? Only a fool would try to blow air out of their mouth this way."
40,剤,Dose,"Simultaneous,Knife","斉,刂","<radical>Simultaneous</radical>ly, you throw your <radical>knife</radical> at another person who's throwing a knife at you and you both get a <kanji>dose</kanji> of your own medicine. Literally, there's poison on these knives and now you've both been stabbed.

Watch as the dose of poison sinks into your body through the knife that's in your chest, as it simultaneously happens to the other guy too.",<reading><jp>ざい</jp></reading>,None,None,ざい,"""I need a <kanji>dose</kanji> of the antidote!"" you yell, and the other guy looks you dead in the eyes. They slowly pull a tiny <reading>xy</reading>lophone (<jp>ざい</jp>) out of their pocket, play a few notes, and then eat it. ""Ah, you'd like a dose of the xylophone cure, wouldn't you?""

Now you're begging them for a dose of the xylophone drug. Just a taste, you want to live!"
40,兼,Concurrently,Mona Lisa,兼,"The <radical>Mona Lisa</radical> is in front of you. ""You must all paint the Mona Lisa <kanji>concurrently</kanji>,"" says your art class teacher.

Pay close attention to the students around you. Don't go too fast or too slow, or you won't finish concurrently.",<reading><jp>けん</jp></reading>,<jp>か</jp>,None,けん,"Your entire class finishes <kanji>concurrently</kanji>. You look at your finished result. Wait, that's not the Mona Lisa. You painted <reading>Ken</reading> (<jp>けん</jp>) the samurai.

It's a nice painting, the frown is just right, and you finished concurrently with everyone else, but you're probably going to fail this class."
40,俊,Genius,"Leader,Spider","ｲ,夋","The <radical>leader</radical> of all the <radical>spider</radical>s is a <kanji>genius</kanji>! Spiders are already pretty smart. They can weave complex homes and traps in one web. They even know where not to step so they don't get caught. But the leader knows everything. It made itself a little webbed computer and everything!

Imagine seeing the leader of the spiders weaving it's own little spider computer. Doing spider math, and spider chemistry. It's a genius!",<reading><jp>しゅん</jp></reading>,None,None,しゅん,"As you watch the spider <kanji>genius</kanji> you realize that <reading>soon</reading> (<jp>しゅん</jp>) spiders will take over the humans. They're just way smarter than us. Soon we'll be the bugs.

Soon we'll be slaves to the genius spiders. Soon we'll be the flies. "
40,孝,Filial Piety,Teacher,孝,"<radical>Teacher</radical>s are all around us. Those who came before us are our teachers, so it's important to respect them. This is the basic idea of <kanji>filial piety</kanji>.

Respect your elders, for they have much to teach us. ",<reading><jp>こう</jp></reading>,None,None,こう,"With <kanji>filial piety</kanji> in mind, you decide to go visit your father, who is <reading><jp>こう</jp></reading>.

I am so ignorant and have much to learn. I must show filial piety to my father, <jp>こういち</jp>, so that he may teach me."
40,唱,Chant,"Mouth,Sun","口,日","It's time to do the <radical>mouth</radical> <radical>sun</radical> <radical>sun</radical> <kanji>chant</kanji>. That's when you use your mouth to chant sun sun, sun sun, sun sun, over and over until the sun appears.

Open your mouth and practice the chant right now! Sun sun, sun sun, sun sun!",<reading><jp>しょう</jp></reading>,<jp>とな</jp>,None,しょう,"You're doing this <kanji>chant</kanji> because the <reading>Shou</reading>gun (<jp>しょう</jp>) ordered you to. The sun hasn't been shining on him as much lately, and he's displeased. So now you have to chant for him.

The Shougun is glaring intently at you as you chant. Open your mouth as wide as you can, get all those ""sun suns"" out, and pray that the sun will appear."
40,柱,Pillar,"Tree,Master","木,主","This <radical>tree</radical> is the <radical>master</radical> of a <kanji>pillar</kanji>. The pillar is subservient to its tree master because the tree is so great and awesome and big and cool and stuff. The pillar has great respect for its tree master.

See the pillar next to the tree master. See the pillar bow over and over in veneration of its tree master.",<reading><jp>ちゅう</jp></reading>,<jp>はしら</jp>,None,ちゅう,"While bowing, the <kanji>pillar</kanji> accidentally smashes <reading>Chew</reading>bacca (<jp>ちゅう</jp>). The pillar is horrified for having murdered Chewbacca, his tree master’s closest friend. The pillar is going to be punished.

Hear the crack and snap of branches as the tree beats the crap out of the pillar for having murdered Chewbacca. Unforgivable."
40,駆,Gallop,"Horse,District","馬,区","A <radical>horse</radical> goes to his favorite <radical>district</radical> to <kanji>gallop</kanji> around. This district has lots of cool buildings and lights to look at, so this horse loves to gallop around there.

Hear the horse clip clopping around the district as it continues to gallop. Clip clop, clop clip clop!",<jp>く</jp>,<reading><jp>か</jp></reading>,None,か,"Then the horse <kanji>gallop</kanji>s into the road and gets hit by a <reading>ca</reading>r (<jp>か</jp>). Oh man, there’s blood everywhere. This horse is never going to gallop again. That car totally destroyed it.

The tires screech, the horse neighs, BAM! Total destruction everywhere. Bystanders scream in horror. That horse will never gallop again. It’s a sad day for all horsekind."
40,駐,Resident,"Horse,Master","馬,主","A <radical>horse</radical> is your <radical>master</radical> and you are merely a <kanji>resident</kanji> in his house. How did this horse become your master? Those aren’t questions a resident should ask! Know your place, resident!

Imagine having a horse as your master. Hear him neigh out orders to you and the other residents of the horse master’s house.",<reading><jp>ちゅう</jp></reading>,None,None,ちゅう,"To prove yourself a worthy <kanji>resident</kanji> of the horse master’s house, you must capture <reading>Chew</reading>bacca (<jp>ちゅう</jp>). Your horse master collects rare creatures, and Chewbacca is his latest desire. If you wish to remain a resident of the house, you must capture Chewbacca.

Imagine Chewbacca in a cage in the horse master’s house. You’ve proved yourself a worthy resident. Hear Chewbacca making his Wookie sounds as he bashes against the bars of his new cage."
40,顧,Review,"Employ,Geoduck","雇,頁","You <radical>employ</radical> a <radical>geoduck</radical> to <kanji>review</kanji> all your work. 

Imagine hiring a geoduck, then ask them to review your work. Please review my writing, geoduck. Please review my record-keeping, geoduck. Please review my taxes, geoduck. This geoduck you employed can review anything for you.",<reading><jp>こ</jp></reading>,<jp>かえり</jp>,None,こ,"As the geoduck <kanji>review</kanji>s your paperwork, it notices something surprising. You have a <reading><jp>子</jp></reading> (<jp>こ</jp>)!

The geoduck tells you that while it was reviewing your records, it found information about a child you have. Even you didn't know this, so you're surprised that this review geoduck found something like this."
