Level	Kanji	Meaning	Meaning Elements	Radical Components	Meaning Mnemonic	Type	DO NOT CHANGE	Tags
12	球	Sphere,Ball	"<p class=""element-item primary""> Sphere </p>,<p class=""element-item""> Ball </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>王</jp-symbol></span><p>King</p></radical><radical class=""component""><span><jp-symbol>求</jp-symbol></span><p>Request</p></radical></div>"	The <radical>king</radical> <radical>request</radical>s a <kanji>sphere</kanji>! He didn't say what kind though, so you're going to have to figure it out and bring him the right kind of sphere.<br><br>  - Hint: Imagine all the different spheres you know and bring them to the king one by one. He doesn't seem to like any of them... think of more spheres!	Kanji Meaning	-	Kanji_Meaning Level_12 Genki_L10
13	練	Practice	"<p class=""element-item primary""> Practice </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>糸</jp-symbol></span><p>Thread</p></radical><radical class=""component""><span><jp-symbol>東</jp-symbol></span><p>East</p></radical></div>"	Pointing a <radical>thread</radical> to the <radical>east</radical>, you <kanji>practice</kanji> your navigation skills. You’ve discovered a method to tell direction using just a thread, so you point it to the east in order to find your way. The method takes practice though, so you’re sure to practice every day.<br><br>  - Hint: East is the land of the rising sun, so imagine yourself practicing this method, pointing the thread to the east as the sun rises up. Feel the heat of the sun’s rays and see the bright light as the sun shines up over the horizon.	Kanji Meaning	-	Kanji_Meaning Level_13 Genki_L10
14	参	Participate	"<p class=""element-item primary""> Participate </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>ム</jp-symbol></span><p>Private</p></radical><radical class=""component""><span><jp-symbol>大</jp-symbol></span><p>Big</p></radical><radical class=""component""><span><jp-symbol>彡</jp-symbol></span><p>Hair</p></radical></div>"	You can't keep <radical>big</radical> <radical>hair</radical> <radical>private</radical>, so you end up having to <kanji>participate</kanji> in everything. Can you imagine people asking for volunteers and you trying to look inconspicuous with your big hair sticking up and out and all over? Of course they're going to notice you and make you participate.<br><br>  - Hint: When you're thinking about your next hair style, if you don't like participating in things, you should think about something you can actually keep more private.	Kanji Meaning	-	Kanji_Meaning Level_14 Genki_L10
14	約	Promise	"<p class=""element-item primary""> Promise </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>糸</jp-symbol></span><p>Thread</p></radical><radical class=""component""><span><jp-symbol>勺</jp-symbol></span><p>Pool</p></radical></div>"	You tie a <radical>thread</radical> on your finger before jumping in the <radical>pool</radical> to remind yourself of the <kanji>promise</kanji> you made to your mother. The thread represents the promise you made to mow the lawn after you finished swimming in the pool.<br><br>  - Hint: The promise reminding thread on your finger was tied too tight. You can feel the thread starting to cut off your circulation as your finger starts to turn purple and go numb. It’s really uncomfortable.	Kanji Meaning	-	Kanji_Meaning Level_14 Genki_L10
14	季	Seasons	"<p class=""element-item primary""> Seasons </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>禾</jp-symbol></span><p>Grain</p></radical><radical class=""component""><span><jp-symbol>子</jp-symbol></span><p>Child</p></radical></div>"	A <radical>grain</radical>'s <radical>child</radical> will grow with the <kanji>seasons</kanji>. In spring the grain is born, it grows in summer, is harvested in fall, and dies in winter.<br><br>  - Hint: Watch the grain children live their entire lives throughout the seasons. Though there are 72 seasons in Japan, so the life of a grain is actually really long there.	Kanji Meaning	-	Kanji_Meaning Level_14 Genki_L10
15	浅	Shallow	"<p class=""element-item primary""> Shallow </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>氵</jp-symbol></span><p>Tsunami</p></radical><radical class=""component""><span><jp-symbol><i class=""radical-bar""></i></jp-symbol></span><p>Bar</p></radical></div>"	If you visit a <radical>bar</radical> after a <radical>tsunami</radical>, you’ll be hanging out in <kanji>shallow</kanji> water. After a tsunami, you want to relax with a drink at the bar. Unfortunately, tsunamis cause floods, and the bar floor is immersed in shallow water.<br><br>  - Hint: Picture yourself at this bar, sipping on a drink while you’re wading in this shallow water. Feel the shallow water getting your socks and shoes all wet. It’s uncomfortable and cold.	Kanji Meaning	-	Kanji_Meaning Level_15 Genki_L10
16	阪	Heights,Slope	"<p class=""element-item primary""> Heights </p>,<p class=""element-item""> Slope </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>阝</jp-symbol></span><p>Building</p></radical><radical class=""component""><span><jp-symbol>反</jp-symbol></span><p>Anti</p></radical></div>"	If you're <radical>anti</radical>-<radical>building</radical>, you're probably afraid of <kanji>heights</kanji> and <kanji>slopes</kanji>. The only downside to a building is that they're high and if you fall off of them you could die. So if someone says they're anti-building, they're really just anti-heights.<br><br>  - Hint: Imagine standing on the edge of a very high building. If you feel sick or upset, you may be one of these anti-height people!	Kanji Meaning	-	Kanji_Meaning Level_16 Genki_L10
18	禁	Prohibit,Prohibition	"<p class=""element-item primary""> Prohibit </p>,<p class=""element-item""> Prohibition </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>木</jp-symbol></span><p>Tree</p></radical><radical class=""component""><span><jp-symbol>示</jp-symbol></span><p>Jackhammer</p></radical></div>"	Killing two <radical>tree</radical>s with a <radical>jackhammer</radical> is expressly <kanji>prohibit</kanji>ed. Don't get me wrong, you can rip up one tree with your jackhammer, but not two.<br><br>  - Hint: Imagine standing in front of a forest with your jackhammer, staring at a sign with just this kanji on it. Tree plus tree with jackhammer equals prohibited. Hmm.	Kanji Meaning	-	Kanji_Meaning Level_18 Genki_L10
18	煙	Smoke	"<p class=""element-item primary""> Smoke </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>火</jp-symbol></span><p>Fire</p></radical><radical class=""component""><span><jp-symbol>覀</jp-symbol></span><p>Helicopter</p></radical><radical class=""component""><span><jp-symbol>土</jp-symbol></span><p>Dirt</p></radical></div>"	You have a <radical>fire</radical> going on some <radical>dirt</radical> when a <radical>helicopter</radical> flies overhead. This causes <kanji>smoke</kanji> from the fire and the dirt to spread everywhere! It's in your eyes, your mouth, your ears! The smoke gets in your lungs and you can't breathe. Why helicopter, why!<br><br>  - Hint: Imagine the smoke stopping up your lungs and getting in your eyes. All you know other than the smoke is the sound of the helicopter that's causing it to happen.	Kanji Meaning	-	Kanji_Meaning Level_18 Genki_L10
19	容	Form,Appearance,Shape,Figure	"<p class=""element-item primary""> Form </p>,<p class=""element-item""> Appearance </p>,<p class=""element-item""> Shape </p>,<p class=""element-item""> Figure </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>宀</jp-symbol></span><p>Roof</p></radical><radical class=""component""><span><jp-symbol>谷</jp-symbol></span><p>Valley</p></radical></div>"	If you put a <radical>roof</radical> over a <radical>valley</radical> it will change its <kanji>form</kanji>. Its <kanji>appearance</kanji> will alter completely! <br><br>  - Hint: Picture a valley in your mind. Now put a roof on it. Hmm. It isn't <kanji>shape</kanji>d like a valley anymore.	Kanji Meaning	-	Kanji_Meaning Level_19 Genki_L10
19	改	Renew	"<p class=""element-item primary""> Renew </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>己</jp-symbol></span><p>Oneself</p></radical><radical class=""component""><span><jp-symbol>夂</jp-symbol></span><p>Winter</p></radical></div>"	It's important to focus <radical>oneself</radical> in <radical>winter</radical> so that one can emerge <kanji>renew</kanji>ed! You can't really go outside in winter without getting cold or sick, so spend winter focusing on YOU.<br><br>  - Hint: Imagine sitting in your house all winter, meditating and thinking about how you can renew yourself.	Kanji Meaning	-	Kanji_Meaning Level_19 Genki_L10
19	節	Season,Joint	"<p class=""element-item primary""> Season </p>,<p class=""element-item""> Joint </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>竹</jp-symbol></span><p>Bamboo</p></radical><radical class=""component""><span><jp-symbol>艮</jp-symbol></span><p>Root</p></radical><radical class=""component""><span><jp-symbol>卩</jp-symbol></span><p>Stamp</p></radical></div>"	On the bottom of <radical>bamboo</radical> <radical>root</radical>s there is a <radical>stamp</radical> that tells the <kanji>season</kanji> in which it was cut. We've been putting these season stamps on bamboo, and later pretty much every perishable food, for a long, long time.<br><br>  - Hint: Picture yourself in a grocery store. You see a big pile of bamboo and pick each one up, checking the season stamps on their roots, to make sure you don't buy an old one.	Kanji Meaning	-	Kanji_Meaning Level_19 Genki_L10
20	飛	Fly	"<p class=""element-item primary""> Fly </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>飛</jp-symbol></span><p>Fly</p></radical></div>"	The <radical>fly</radical> radical and the <kanji>fly</kanji> kanji are exactly the same! Awesome!	Kanji Meaning	-	Kanji_Meaning Level_20 Genki_L10
20	機	Machine	"<p class=""element-item primary""> Machine </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>木</jp-symbol></span><p>Tree</p></radical><radical class=""component""><span><jp-symbol>幺</jp-symbol></span><p>Poop</p></radical><radical class=""component""><span><jp-symbol>戈</jp-symbol></span><p>Drunkard</p></radical><radical class=""component""><span><jp-symbol>人</jp-symbol></span><p>Person</p></radical></div>"	A <radical>drunkard</radical> is the kind of <radical>person</radical> who would <radical>poop</radical> two times under a <radical>tree</radical> before using a <kanji>machine</kanji> toilet. There’s a perfectly good outhouse with a machine toilet right there, but this drunkard is so drunk that he decides to poop under the tree instead. And not only does he poop once, he poops twice.<br><br>  - Hint: Imagine this drunkard, squatting down under the tree to poop. You can smell the poop and a faint stench of alcohol in the air. How could he not have realized that there was a portable machine toilet right there?	Kanji Meaning	-	Kanji_Meaning Level_20 Genki_L10
21	解	Untie,Solve	"<p class=""element-item primary""> Untie </p>,<p class=""element-item""> Solve </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>角</jp-symbol></span><p>Angle</p></radical><radical class=""component""><span><jp-symbol>刀</jp-symbol></span><p>Sword</p></radical><radical class=""component""><span><jp-symbol>牛</jp-symbol></span><p>Cow</p></radical></div>"	<radical>Angle</radical> your <radical>sword</radical> correctly at a <radical>cow</radical> to <kanji>untie</kanji> it without hurting it. This is actually a pretty tough angle to get your sword, so in order to <kanji>solve</kanji> this cow puzzle you have to be really smart and careful.<br><br>  - Hint: Picture the cow looking up at you with her big, brown eyes. She doesn't want to be tied here anymore, so you have to solve this and untie her.	Kanji Meaning	-	Kanji_Meaning Level_21 Genki_L10
23	割	Divide	"<p class=""element-item primary""> Divide </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>宀</jp-symbol></span><p>Roof</p></radical><radical class=""component""><span><jp-symbol>生</jp-symbol></span><p>Life</p></radical><radical class=""component""><span><jp-symbol>口</jp-symbol></span><p>Mouth</p></radical><radical class=""component""><span><jp-symbol>刂</jp-symbol></span><p>Knife</p></radical></div>"	Under the <radical>roof</radical> of <radical>life</radical> a <radical>mouth</radical> with a <radical>knife</radical> <kanji>divide</kanji>s cells to create life.<br><br>  - Hint: The entire house glows with blobs of life, and the mouth holds the knife in its mouth and cuts the life blobs apart to help them grow.	Kanji Meaning	-	Kanji_Meaning Level_23 Genki_L10
23	乳	Milk	"<p class=""element-item primary""> Milk </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol><i class=""radical-cleat""></i></jp-symbol></span><p>Cleat</p></radical><radical class=""component""><span><jp-symbol>子</jp-symbol></span><p>Child</p></radical><radical class=""component""><span><jp-symbol>乚</jp-symbol></span><p>Umbrella</p></radical></div>"	Giving <radical>cleats</radical> to a <radical>child</radical> carrying an <radical>umbrella</radical> is the best way to gather <kanji>milk</kanji>. You don’t have any containers, so the child has to hold milk in the upside-down umbrella. The cleats are so the child can run back and forth to transport the milk around.<br><br>  - Hint: See this child running in his cleats. Picture him holding the umbrella upside-down, milk sloshing all about as he runs.	Kanji Meaning	-	Kanji_Meaning Level_23 Genki_L10
24	販	Sell	"<p class=""element-item primary""> Sell </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>貝</jp-symbol></span><p>Shellfish</p></radical><radical class=""component""><span><jp-symbol>反</jp-symbol></span><p>Anti</p></radical></div>"	If you're <radical>anti</radical>-<radical>shellfish</radical>, then you won't mind if I <kanji>sell</kanji> them all. You don't want them in your house anyway!<br><br>  - Hint: if you're serious about being anti-shellfish then you should sell all the ones you have, or let me do it at least.	Kanji Meaning	-	Kanji_Meaning Level_24 Genki_L10
26	往	Depart	"<p class=""element-item primary""> Depart </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>彳</jp-symbol></span><p>Loiter</p></radical><radical class=""component""><span><jp-symbol>主</jp-symbol></span><p>Master</p></radical></div>"	You <radical>loiter</radical> around your <radical>master</radical> until he <kanji>depart</kanji>s. You have a lot more freedom to do things after your master has departed, so until that time you just loiter about looking busy and staying out of his way.<br><br>  - Hint: Picture yourself loitering around your master’s fancy mansion. You’re pretending to dust things off, but you’re actually just waiting for him to depart.	Kanji Meaning	-	Kanji_Meaning Level_26 Genki_L10
26	復	Restore	"<p class=""element-item primary""> Restore </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>彳</jp-symbol></span><p>Loiter</p></radical><radical class=""component""><span><jp-symbol>复</jp-symbol></span><p>Black Hole</p></radical></div>"	You <radical>loiter</radical> around a <radical>black hole</radical>, waiting for it to finish destroying and switch to <kanji>restore</kanji> mode. You were told all black holes finish eventually, and when they do you can press a button to restore everything back to the way it was.<br><br>  - Hint: Imagine loitering around near (but not too near!) the black hole waiting for it to finish so you can restore the galaxy.	Kanji Meaning	-	Kanji_Meaning Level_26 Genki_L10
27	眠	Sleep	"<p class=""element-item primary""> Sleep </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>目</jp-symbol></span><p>Eye</p></radical><radical class=""component""><span><jp-symbol>民</jp-symbol></span><p>Peoples</p></radical></div>"	Closing each <radical>eye</radical> is something that the <radical>peoples</radical> do before they <kanji>sleep</kanji>. The peoples can’t sleep with both eyes open and they can’t sleep with just one eye open either. Peoples have to close each eye before they can sleep.<br><br>  - Hint: You are one of these peoples, so imagine yourself closing your eyes and sleeping. Go ahead and do it right now. Close one eye, and then the other. Now imagine yourself sleeping.	Kanji Meaning	-	Kanji_Meaning Level_27 Genki_L10
27	段	Steps,Stairs	"<p class=""element-item primary""> Steps </p>,<p class=""element-item""> Stairs </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol><i class=""radical-comb""></i></jp-symbol></span><p>Comb</p></radical><radical class=""component""><span><jp-symbol>殳</jp-symbol></span><p>Weapon</p></radical></div>"	Cut this <radical>comb</radical> up with your <radical>weapon</radical> and turn it into the <kanji>steps</kanji> for some <kanji>stairs</kanji>.<br><br>  - Hint: When you think about it, a comb is like a ladder. So if you cut all the rungs off with your weapon and put them on the ground, they turn into stairs!	Kanji Meaning	-	Kanji_Meaning Level_27 Genki_L10
28	浜	Beach	"<p class=""element-item primary""> Beach </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>氵</jp-symbol></span><p>Tsunami</p></radical><radical class=""component""><span><jp-symbol>斤</jp-symbol></span><p>Axe</p></radical><radical class=""component""><span><jp-symbol>一</jp-symbol></span><p>Ground</p></radical><radical class=""component""><span><jp-symbol>ハ</jp-symbol></span><p>Fins</p></radical></div>"	After a <radical>tsunami</radical>, you find an <radical>axe</radical> on the <radical>ground</radical> next to some <radical>fins</radical> on the <kanji>beach</kanji>. The tsunami was pretty violent, and it looks like this axe got blown into some fish and cut off their fins and now those things are just on the ground by the beach.<br><br>  - Hint: See these things on the beach. It makes sense to see fins, as fins are usually in the ocean, so seeing them on the beach is logical. Pick up the stuff you find as you feel the beach sand between your toes.	Kanji Meaning	-	Kanji_Meaning Level_28 Genki_L10
28	冷	Cool,Cold	"<p class=""element-item primary""> Cool </p>,<p class=""element-item""> Cold </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>冫</jp-symbol></span><p>Ice</p></radical><radical class=""component""><span><jp-symbol>令</jp-symbol></span><p>Orders</p></radical></div>"	You got your <radical>ice</radical> <radical>orders</radical>. Of course, your ice orders are to make things <kanji>cool</kanji> and <kanji>cold</kanji>.<br><br>  - Hint: Making things cool and cold are pretty much the only orders you'll hear from ice. Ice is very simple in that regard.	Kanji Meaning	-	Kanji_Meaning Level_28 Genki_L10
28	移	Shift	"<p class=""element-item primary""> Shift </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>禾</jp-symbol></span><p>Grain</p></radical><radical class=""component""><span><jp-symbol>夕</jp-symbol></span><p>Evening</p></radical></div>"	A <radical>grain</radical>, from one <radical>evening</radical> to the next <radical>evening</radical>, experiences a <kanji>shift</kanji>. After two evenings, the grain has shifted from one location to another.<br><br>  - Hint: Picture the grain in your head with a time-lapse of one evening after another happening in the background. Slowly, the grain shifts.	Kanji Meaning	-	Kanji_Meaning Level_28 Genki_L10
28	券	Ticket	"<p class=""element-item primary""> Ticket </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol><i class=""radical-gladiator""></i></jp-symbol></span><p>Gladiator</p></radical><radical class=""component""><span><jp-symbol>刀</jp-symbol></span><p>Sword</p></radical></div>"	The <radical>gladiator</radical> in front of you draws his <radical>sword</radical>. He points the sword at your chest and right when you think everything is about to end, you realize he's pointing the sword at the <kanji>ticket</kanji> in your hand.<br><br>  - Hint: Right! You needed to buy a ticket to see the gladiator! He doesn't want to kill you, he wants to check to make sure you bought a ticket.	Kanji Meaning	-	Kanji_Meaning Level_28 Genki_L10
30	系	Lineage	"<p class=""element-item primary""> Lineage </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>系</jp-symbol></span><p>Lineage</p></radical></div>"	The <radical>lineage</radical> radical and the <kanji>lineage</kanji> kanji are the same.<br><br>  - Hint: Know your radicals, yo!	Kanji Meaning	-	Kanji_Meaning Level_30 Genki_L10
30	符	Token	"<p class=""element-item primary""> Token </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>竹</jp-symbol></span><p>Bamboo</p></radical><radical class=""component""><span><jp-symbol>付</jp-symbol></span><p>Attach</p></radical></div>"	You take some <radical>bamboo</radical> and <radical>attach</radical> it together into a <kanji>token</kanji> of appreciation for your friend. Your friend greatly appreciates this token of friendship.<br><br>  - Hint: Imagine trying to attach some bamboo together into a token for someone.	Kanji Meaning	-	Kanji_Meaning Level_30 Genki_L10
31	普	Normal	"<p class=""element-item primary""> Normal </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>並</jp-symbol></span><p>Line Up</p></radical><radical class=""component""><span><jp-symbol>日</jp-symbol></span><p>Sun</p></radical></div>"	You <radical>line up</radical> your body with the <radical>sun</radical> and everything looks <kanji>normal</kanji>.  The sun is lined up behind you, and you’re looking at all the things the sun has lit up. Everything looks normal.<br><br>  - Hint: Gaze out in a line from the sun as you observe the world. Everything is very normal looking and comforting.	Kanji Meaning	-	Kanji_Meaning Level_31 Genki_L10
31	倉	Warehouse	"<p class=""element-item primary""> Warehouse </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>倉</jp-symbol></span><p>Warehouse</p></radical></div>"	The <radical>warehouse</radical> radical and the <kanji>warehouse</kanji> kanji are the same!<br><br>  - Hint: Know your radicals, yo!	Kanji Meaning	-	Kanji_Meaning Level_31 Genki_L10
32	暖	Warm	"<p class=""element-item primary""> Warm </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>日</jp-symbol></span><p>Sun</p></radical><radical class=""component""><span><jp-symbol>爰</jp-symbol></span><p>Football</p></radical></div>"	You're in the <radical>sun</radical> playing <radical>football</radical> and you get very <kanji>warm</kanji>.<br><br>  - Hint: Feel how warm the sun is, as you try to throw and catch the football.	Kanji Meaning	-	Kanji_Meaning Level_32 Genki_L10
33	簡	Simplicity	"<p class=""element-item primary""> Simplicity </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>竹</jp-symbol></span><p>Bamboo</p></radical><radical class=""component""><span><jp-symbol>間</jp-symbol></span><p>Interval</p></radical></div>"	Keeping at a <radical>bamboo</radical> <radical>interval</radical> is the definition of <kanji>simplicity</kanji>. <br><br>  - Hint: Just one bamboo wide, over and over. That is simplicity.	Kanji Meaning	-	Kanji_Meaning Level_33 Genki_L10
33	蒸	Steam	"<p class=""element-item primary""> Steam </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>艹</jp-symbol></span><p>Flowers</p></radical><radical class=""component""><span><jp-symbol><i class=""radical-coral""></i></jp-symbol></span><p>Coral</p></radical><radical class=""component""><span><jp-symbol>灬</jp-symbol></span><p>Boil</p></radical></div>"	If you take the <radical>flowers</radical> off some <radical>coral</radical> and <radical>boil</radical> them, <kanji>steam</kanji> comes out.<br><br>  - Hint: Steam comes out of the coral flowers because they hold a lot of water. They're flowers, but they're coral flowers, so they came from the ocean. Of course there's water in them, and if you boil that water steam will come out.	Kanji Meaning	-	Kanji_Meaning Level_33 Genki_L10
36	換	Exchange	"<p class=""element-item primary""> Exchange </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>扌</jp-symbol></span><p>Fingers</p></radical><radical class=""component""><span><jp-symbol>勹</jp-symbol></span><p>Prison</p></radical><radical class=""component""><span><jp-symbol>口</jp-symbol></span><p>Mouth</p></radical><radical class=""component""><span><jp-symbol>儿</jp-symbol></span><p>Legs</p></radical><radical class=""component""><span><jp-symbol>大</jp-symbol></span><p>Big</p></radical></div>"	In <radical>prison</radical>, when you have access to a <radical>big</radical> number of <radical>fingers</radical>, <radical>mouth</radical>s, and <radical>legs</radical> you can <kanji>exchange</kanji> them for things that are worth more to you. What are you gonna do with all these body parts in prison? You should exchange them for cigarettes and toilet alcohol.<br><br>  - Hint: You just have so many fingers, mouths, and legs you've pummeled off of the other prisoners. Exchange them for better loot!	Kanji Meaning	-	Kanji_Meaning Level_36 Genki_L10
39	片	One Sided	"<p class=""element-item primary""> One Sided </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>片</jp-symbol></span><p>One Sided</p></radical></div>"	The <radical>one sided</radical> radical and the <kanji>one sided</kanji> kanji are the same!<br><br>  - Hint: Know your radicals, yo!	Kanji Meaning	-	Kanji_Meaning Level_39 Genki_L10
42	床	Floor,Bed	"<p class=""element-item primary""> Floor </p>,<p class=""element-item""> Bed </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>广</jp-symbol></span><p>Canopy</p></radical><radical class=""component""><span><jp-symbol>木</jp-symbol></span><p>Tree</p></radical></div>"	Under the <radical>canopy</radical>, you use a <radical>tree</radical> for your <kanji>floor</kanji>. It also becomes your <kanji>bed</kanji>, because hey, what is a floor but the original bed?<br><br>  - Hint: You lay it down, cut it into slats, and voila! A floor! And a bed!	Kanji Meaning	-	Kanji_Meaning Level_42 Genki_L10
42	泊	Overnight	"<p class=""element-item primary""> Overnight </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>氵</jp-symbol></span><p>Tsunami</p></radical><radical class=""component""><span><jp-symbol>白</jp-symbol></span><p>White</p></radical></div>"	The <radical>tsunami</radical> that is <radical>white</radical> is the most scary tsunami of all. It doesn't come in and destroy everything. No, it comes in, goes inside your door, then stays at your place <kanji>overnight</kanji>, without even asking!<br><br>  - Hint: Imagine the white tsunami knocking on your door, walking into your house, and then just laying down on your bed. You try to tell it to leave, but it's a tsunami, and it says it will be staying overnight thank you very much.	Kanji Meaning	-	Kanji_Meaning Level_42 Genki_L10
46	涼	Cool	"<p class=""element-item primary""> Cool </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>氵</jp-symbol></span><p>Tsunami</p></radical><radical class=""component""><span><jp-symbol>京</jp-symbol></span><p>Capital</p></radical></div>"	A <radical>tsunami</radical> causes the <radical>capital</radical> to become very <kanji>cool</kanji>. The capital was already a pretty cool temperature, but with the addition of the water from the tsunami, the capital is now very cool.<br><br>  - Hint: Imagine being in the capital. The tsunami hits and now you are all wet. You are also very cool because the water is not warm. You are cool and wet. How sad.	Kanji Meaning	-	Kanji_Meaning Level_46 Genki_L10
54	鎌	Sickle,Scythe	"<p class=""element-item primary""> Sickle </p>,<p class=""element-item""> Scythe </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>金</jp-symbol></span><p>Gold</p></radical><radical class=""component""><span><jp-symbol>兼</jp-symbol></span><p>Mona Lisa</p></radical></div>"	You cast the <radical>Mona Lisa</radical> in <radical>gold</radical> and attach it to a stick to turn it into a <kanji>sickle</kanji>! It's really big and bulky, but when you swing it fast enough your new sickle cuts lots of wheat! Just don't tell anyone what you did with the famous Mona Lisa painting and you should be able to get away with this!<br><br>  - Hint: Imagine wielding your gold Mona Lisa sickle. It's sooo heavy, but it's really shiny and it cuts grass and wheat pretty well!	Kanji Meaning	-	Kanji_Meaning Level_54 Genki_L10
11	共	Together	"<p class=""element-item primary""> Together </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol><i class=""radical-blackjack""></i></jp-symbol></span><p>Blackjack</p></radical><radical class=""component""><span><jp-symbol>ハ</jp-symbol></span><p>Fins</p></radical></div>"	The card game fish are best at is <radical>blackjack</radical> because they can easily hold the cards with their <radical>fins</radical> <kanji>together</kanji>. In blackjack you don't have to have a huge hand, full of cards. It's just a few, so fish fins can keep them together and just hit or stay.<br><br>  - Hint: Imagine a fish trying to hold a full hand of cards together. Impossible! Fish don’t have fingers to keep them spread properly. Now imagine a fish trying to hold two cards together and nodding to hit. It's much easier to keep things together this way!	Kanji Meaning	-	Kanji_Meaning Level_11 Genki_L11
12	登	Climb	"<p class=""element-item primary""> Climb </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>癶</jp-symbol></span><p>Tent</p></radical><radical class=""component""><span><jp-symbol>豆</jp-symbol></span><p>Beans</p></radical></div>"	You're in a <radical>tent</radical> eating <radical>beans</radical> because you're trying to <kanji>climb</kanji> a mountain! When you climb, you sleep in a tent and eat only beans (the ultimate climbing food).<br><br>  - Hint: Imagine climbing slowly and carefully up a cliff on the side of this mountain. Your tent and your beans are tied to your back, and you're letting out little farts with each step from all the beans you've been consuming.	Kanji Meaning	-	Kanji_Meaning Level_12 Genki_L11
12	泉	Spring,Fountain	"<p class=""element-item primary""> Spring </p>,<p class=""element-item""> Fountain </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol>白</jp-symbol></span><p>White</p></radical><radical class=""component""><span><jp-symbol>水</jp-symbol></span><p>Water</p></radical></div>"	<radical>White</radical> <radical>water</radical> shoots out from a <kanji>spring</kanji> in the ground. Due to the force the water shoots from the spring, the water looks white with all the air bubbles.<br><br>  - Hint: Imagine these geysers and the white water shooting from the springs under the ground. Now imagine yourself standing over one when the water shoots out. You’d get super wet and probably knocked over due to the force of the spring water. Imagine this happening to yourself.	Kanji Meaning	-	Kanji_Meaning Level_12 Genki_L11
13	選	Choose	"<p class=""element-item primary""> Choose </p>"	"<div class=""component-grid""><radical class=""component""><span><jp-symbol><i class=""radical-scooter""></i></jp-symbol></span><p>Scooter</p></radical><radical class=""component""><span><jp-symbol>己</jp-symbol></span><p>Oneself</p></radical><radical class=""component""><span><jp-symbol>共</jp-symbol></span><p>Together</p></radical></div>"	You want to get a <radical>scooter</radical> so you have one of <radical>yourself</radical> (<radical>oneself</radical>) and another self working <radical>together</radical> to <kanji>choose</kanji>. The two tiny yous sit on each of your shoulders and argue about which scooter you should choose.<br><br>  - Hint: The white self says you should choose the safest scooter. The red self says safety is for suckers, and you should buy one that's loud and dangerous and covered in flames.	Kanji Meaning	-	Kanji_Meaning Level_13 Genki_L11
