Level	Symbol	Meaning	Radical Component Name	Radical Component Symbol	Meaning Mnemonic	Reading Onyomi	Reading Kunyomi	Reading Nanori	Reading Whitelist	Reading Mnemonic
40	衝	Collide	Go,Heavy	行,重	"If you try to <radical>go</radical> somewhere but you're too <radical>heavy</radical> you'll <kanji>collide</kanji> with everything. Cars, people, houses. You're too heavy to dodge them, so you collide with it all.<br><br>

- Hint: Imaging being too heavy to go anywhere without colliding with things."	<reading><jp>しょう</jp></reading>	<jp>つ</jp>	None	しょう	"You're going around the town, you <kanji>collide</kanji> with a bunch of things, when all of a sudden you collide with the <reading>Shou</reading>gun (<jp>しょう</jp>)! Oh no! The shogun looks really mad.<br><br>

- Hint: The Shougun is glaring at you from the ground. ""You've been colliding with my entire city and now you collide into ME?!"" Smoke blows out his nostrils."
40	殖	Multiply	Yakuza,Fix	歹,直	"When you go to the <radical>yakuza</radical> to <radical>fix</radical> your problems they'll just <kanji>multiply</kanji>.<br><br>

- Hint: You thought you had problems before? Yikes, now you've done it. The yakuza are just going to make all of your problems multiply!"	<reading><jp>しょく</jp></reading>	<jp>ふ</jp>	None	しょく	"Just like I said, your problems <kanji>multiply</kanji> before your eyes and give you quite a <reading>shock</reading> (<jp>しょく</jp>). You really shouldn't be shocked though, because I warned you this would happen.<br><br>

- Hint: Feel shock envelop your entire body as late payments multiply into more debt, and the number of people mad at you multiply too. You can't even think from the shock of it all."
40	頻	Frequent	Walk,Geoduck	歩,頁	"You <radical>walk</radical> by a <radical>geoduck</radical> a <kanji>frequent</kanji> amount. This geoduck really intrigues you, so you can’t help but frequent the area the geoduck is in and walk around.<br><br>

- Hint: Imagine walking around near this geoduck. This is the best area to frequent when you want to look at the geoduck. Just keep looking at it as you walk."	<reading><jp>ひん</jp></reading>	<jp>しき</jp>	None	ひん	"Apparently Hindu people also love geoducks because <reading>Hin</reading>du (<jp>ひん</jp>) people <kanji>frequent</kanji> this area quite often as well. You always see the geoduck here, but also a lot of Hindu people.<br><br>

- Hint: Look at all the Hindu people as you walk around and observe the geoduck. Hear them all speaking Hindi as you continue to walk around."
40	繁	Overgrown	Every,Winter,Thread	毎,夂,糸	"<radical>Every</radical> <radical>winter</radical> the <radical>thread</radical> fields become <kanji>overgrown</kanji>. Yes, thread grows in fields these days. And the thread grows the most in the winter because reasons. The thread gets so overgrown that you can’t even walk through it without cutting the thread down with a machete.<br><br>

- Hint: Imagine trying to wade through this overgrown field of thread. It’s really difficult, and also it’s really cold because it’s winter. You shiver. Imagine chopping the thread down with your machete. Chop chop chop!"	<reading><jp>はん</jp></reading>	<jp>しげ</jp>	None	はん	"The reason this field of thread got so <kanji>overgrown</kanji> is because you’re <reading>Han</reading> (<jp>はん</jp>) Solo and you’re not used to simple things like farming thread. Han Solo is used to blasting baddies and kissing princesses. Overgrown thread is not his specialty. Use your blaster to clear a way through this thread instead of using that machete.<br><br>

- Hint: Imagine yourself as Han Solo, bravely blasting your way through the overgrown thread with your blaster. Pew pew pew!"
40	茂	Luxuriant	Flowers,Slide,Drunkard	艹,丿,戈	"You take <radical>flowers</radical> down a <radical>slide</radical> to a <radical>drunkard</radical> that you picked from your <kanji>luxuriant</kanji> garden. You picked the flowers from the luxuriant garden, not the drunkard, mind you. Also the drunkard has a cane, but not flowers. That’s why you picked some from your luxuriant garden and slid down your cool slide. Now the drunkard has a cane and some flowers.<br><br>

- Hint: Imagine picking these flowers from your luxuriant garden then shooting down the slide. There are so many flowers that you are simply overwhelmed by their aroma. Now hand your flowers to the drunkard and watch his face light up as he excitedly thanks you for the gift."	<reading><jp>も</jp></reading>	<jp>しげ</jp>	None	も	"The drunkard is so happy to receive flowers from your <kanji>luxuriant</kanji> garden that he begins to <reading>mo</reading>an (<jp>も</jp>) with pleasure. The moans are getting louder and more erotic. You’re kind of creeped out. You really want him to stop moaning.<br><br>

- Hint: Hear the drunkard moan as he rubs the flowers all over his body. You’re really weirded out. This is the last time you give him flowers from your luxuriant garden, that’s for sure."
40	獲	Seize	Animal,Flowers,Turkey,Stool	犭,艹,隹,又	"You see an <radical>animal</radical> with some <radical>flowers</radical> and a <radical>turkey</radical> on a <radical>stool</radical> trying to <kanji>seize</kanji> them. The animal with the flowers is really tall so the turkey needs to stand on the stool in its attempt to seize the flowers.<br><br>

- Hint: Look at this turkey straining itself on the stool trying to seize the flowers, grunting with effort. You think he’ll ever get them?"	<reading><jp>かく</jp></reading>	<jp>え</jp>	None	かく	"The animal the turkey is trying to <kanji>seize</kanji> the flowers from is a <reading>cock</reading> (<jp>かく</jp>). The cock is a lot bigger than the turkey, so that’s why the turkey needs to stand on the stool in its attempt to seize those flowers.<br><br>

- Hint: Imagine this scene again only with a big cock holding the flowers as the turkey attempts to seize them. Hear the cock shouting cock-a-doodle-doo as it defends its flowers."
40	犠	Sacrifice	Cow,Righteousness	牛,義	"The <radical>cow</radical> of <radical>righteousness</radical> is always there for us. He is the cow that must <kanji>sacrifice</kanji> himself for us to survive.<br><br>

- Hint: The reason he is sacrificing himself is so we can all eat! Yum! Thanks to your sacrifice, righteous cow, we all have hamburgers. You should think about all the cows you ask to die for you every day. Maybe say thanks next time."	<reading><jp>ぎ</jp></reading>	None	None	ぎ	"The <kanji>sacrifice</kanji> must be done via <reading>gui</reading>llotine (<jp>ぎ</jp>). I know, I know, that sounds really brutal, but it's the best way. It's fast, it's effective, and hopefully the sacrifice—I mean, cow—doesn't feel a thing.<br><br>

- Hint: Of course, the reading is also shared with kanji like <jp>義</jp>. The righteousness radicals seems to have that effect on kanji."
40	殿	Milord,Lord	Flag,Together,Weapon	尸,共,殳	"Under the same <radical>flag</radical>, all the people get <radical>together</radical> to present a new <radical>weapon</radical> to your <kanji>lord</kanji>. You all bow and say, ""<kanji>Milord</kanji>, this gift is for you."" Because that's the proper way to address your lord.<br><br>

- Hint: When you address your lord you better say ""milord,"" otherwise you might get beheaded with the weapon you're all giving him."	<reading><jp>でん</jp></reading>	<jp>との, どの</jp>	None	でん	"As you give the <kanji>lord</kanji> his weapon together, you see his face turn into a frown, ""What's wrong, <kanji>Milord</kanji>?"" you ask. ""THERE'S A <reading>DEN</reading>T (<jp>でん</jp>)!"" he bellows.<br><br>

- Hint: Oh no, oh no, oh no! Now the lord is running around with his dented weapon trying to put dents in all of you. You don't want a dent in your head! Run!"
40	敷	Spread	Cross,Rice Paddy,Direction,Winter	十,田,方,夂	"Taking a <radical>cross</radical>, you walk through the <radical>rice paddy</radical> in the <radical>direction</radical> of <radical>winter</radical> and <kanji>spread</kanji> your arms wide. You spread your arms to halt the approach of winter because your rice paddy is not done growing yet. You take the cross with you for some extra religious power of persuasion.<br><br>

- Hint: Imagine facing the direction of the approaching winter while facing away from the rice paddy. Feel the weight of the cross in your hands as you spread your arms and implore the winter to hold off on its arrival."	<jp>ふ</jp>	<reading><jp>しき, し</jp></reading>	None	しき, し	"You’re actually a <reading>Sheikh</reading> (<jp>しき</jp>) (an Arab leader) which makes the fact that you’re holding a cross while you <kanji>spread</kanji> your arms even more of a big deal. You spread your arms wider than any Sheikh ever has before.<br><br>

Side note: The official kun'yomi reading is just <jp>し</jp> but since no vocab words ever use <jp>し</jp>, we're teaching you <jp>しき</jp>, which includes what used to be okurigana but is never used outside of the kanji anymore.<br><br>

- Hint: Feel the strain on your Sheikh arms as you continue to spread them. Since you’re a Sheikh, you have to set a good example for your people, so don’t let them (or your arms) down."
40	鋭	Sharp	Gold,Guard	金,兑	"If you have <radical>gold</radical> you also need a <radical>guard</radical> with a very <kanji>sharp</kanji> sword to protect it.<br><br>

- Hint: You should probably also get some sharp spikes, sharp traps, and sharp spears to keep that gold safe too. Just a bunch of sharp stuff."	<reading><jp>えい</jp></reading>	<jp>するど</jp>	None	えい	"You're setting up all these sharp traps around your gold when you step on a <kanji>sharp</kanji> <reading>a</reading>corn (<jp>えい</jp>) that's just laying on the floor. Ouch! But wait, then you get a great idea!<br><br>

- Hint: Imagine covering the floor around your gold in sharp acorns. This is basically a Home Alone situation, and anyone who tries to steal your stuff is gonna get stuck full of sharp things and probably stabbed by your guard."
40	敏	Alert	Every,Winter	毎,夂	"<radical>Every</radical> <radical>winter</radical> you are <kanji>alert</kanji> for danger. Everyone knows that the worst monsters come out in the winter so you need to be alert if you want to survive.<br><br>

- Hint: Imagine yourself out in the winter wilderness. You hear twigs snapping, growling, leaves rustling. You’re incredibly alert and aware of everything going on around you."	<reading><jp>びん</jp></reading>	None	None	びん	"Being the <kanji>alert</kanji> fellow you are, you hear a sasquatch approaching and dive into a trash <reading>bin</reading> (<jp>びん</jp>) to hide. The bin smells really bad and you are keenly alert to all the various stenches and smells currently penetrating your nostrils, but at least you are safe.<br><br>

- Hint: Listen to the sasquatch rumble on by as you continue to smell the smelly smells of this putrid bin you’re in."
40	携	Portable	Fingers,Turkey,Stairs	扌,隹,乃	"Use your <radical>fingers</radical> to shoo a <radical>turkey</radical> down the <radical>stairs</radical> and into a <kanji>portable</kanji> carrier. You've been trying to get this turkey into the carrier so you can transport it for like, the past hour. You finally got it done with the help of gravity. And, you know, smacking it a bit in the butt with your fingers.<br><br>

- Hint: Turkeys aren't portable on their own. I mean you could pick one up I guess, but it will bite and poop on you. So get it in a portable carrier first."	<reading><jp>けい</jp></reading>	<jp>たずさ</jp>	None	けい	"You needed the turkey to be more <kanji>portable</kanji> because you're going to be bringing it to a <reading>ca</reading>ke (<jp>けい</jp>) shop to turn it into a cake. You aren't cooking it! Geez, what's wrong with you? No, you're making a cake OF it, for its birthday. The baker needs to see it for reference.<br><br>

- Hint: Imagine getting a portable turkey cake made of your pet turkey. It's made of turkey friendly cake mix."
40	排	Reject,Refuse	Fingers,Criminal	扌,非	"Raise your <radical>fingers</radical> to a <radical>criminal</radical> to <kanji>reject</kanji> their request to have your things. If someone is trying to steal something from you, just reject them.<br><br>

- Hint: ""Talk to the hand, I mean, fingers!"" you say, <kanji>refus</kanji>ing the criminal."	<reading><jp>はい</jp></reading>	None	None	はい	"After you <kanji>refuse</kanji> him, he recites this <reading>hai</reading>ku (<jp>はい</jp>) at you: <br><br>

You are very mean / What's a criminal to do / But haiku at you.<br><br>

- Hint: You refuse to listen to any other haikus and you push your fingers into the criminal's face and walk away."
40	戒	Commandment	Drunkard,Twenty	戈,廾	"The <radical>drunkard</radical> issued <radical>twenty</radical> <kanji>commandment</kanji>s to his people.<br><br>

- Hint: He basically just made up a bunch of commandments to order all the other drunkards around and decided having twenty (twice the amount of that other religion he heard about) would be a good number."	<reading><jp>かい</jp></reading>	<jp>いまし</jp>	None	かい	"The drunkard is yelling out his twenty <kanji>commandment</kanji>s to the others at the bar, but they're all about <reading>kay</reading>aks (<jp>かい</jp>).<br><br>

- Hint: Commandment 1: Thou shalt not touch my kayak
Commandment 2: Thou shalt not look at my kayak
Commandment 3: Thou shalt give me beer to put in my kayak<br><br>

- Hint: It goes on like that for a while..."
40	巡	Patrol	Scooter,Flood	"<i class=""radical-scooter""></i>,巛"	"You're using your <radical>scooter</radical> to navigate the <radical>flood</radical> because you're on <kanji>patrol</kanji>. You're one of the few people with a floating scooter, so it's your job to patrol the flood waters and look for people and animals that need help.<br><br>

- Hint: Imagine patrolling the flood waters on your scooter, which is bubbling and scooting along on the surface of the water. You have to be extremely vigilant in your patrol, you don't want any lives to be lost on your watch."	<reading><jp>じゅん</jp></reading>	<jp>めぐ</jp>	None	じゅん	"You have to <kanji>patrol</kanji> all of the floods in <reading>June</reading> (<jp>じゅん</jp>). Unfortunately, that's the month when most of the floods in Japan happen, so you end up on patrol a lot.<br><br>

- Hint: You're in a group with a bunch of other scooter people, and you're all assigned to one month of flood patrol duty. But you got June. The floodiest month. Womp womp."
40	堀	Ditch	Dirt,Flag,Exit	土,尸,出	"When you're driving, you may notice the <radical>flag</radical>s in the <radical>dirt</radical> near the <radical>exit</radical>s. These flags mark the <kanji>ditch</kanji> running along the side of the road. You won't want to try to exit the road here or you'll end up stuck in one.<br><br>

- Hint: Picture the flags in the dirt. Picture the ditch just over the edge of them. Now look for another way to exit this road, cause that way is just not a good idea."	<jp>くつ</jp>	<reading><jp>ほり</jp></reading>	None	ほり	"If you do end up veering into a <kanji>ditch</kanji> you'll find yourself yelling, ""<reading>Holy</reading> (<jp>ほり</jp>) crap!"" Then you'll go hurtling into the ditch.<br><br>

- Hint: It's a pun, get it? Holy. Hole-y. The ditch is a long hole. See? It's funny."
40	吹	Blow	Mouth,Lack	口,欠	"You attempt to expel wind out of your <radical>mouth</radical> but <radical>lack</radical> the breath to <kanji>blow</kanji> out any. You’re using your mouth and trying to blow out some air, but you are failing to do so.<br><br>

- Hint: Blow some air out of your mouth. It’s easy, right? Imagine what could cause you to fail at this activity."	<jp>すい</jp>	<reading><jp>ふ</jp></reading>	None	ふ	"You silly <reading>foo</reading>l (<jp>ふ</jp>), the reason you couldn’t <kanji>blow</kanji> any air out of your mouth is because your hand was over it. You can’t blow air out that way. You silly fool, you.<br><br>

- Hint: Attempt to blow air out of your mouth while covering it with your hand. It’s hard to do, right? Only a fool would try to blow air out of their mouth this way."
40	剤	Dose	Simultaneous,Knife	斉,刂	"<radical>Simultaneous</radical>ly, you throw your <radical>knife</radical> at another person who's throwing a knife at you and you both get a <kanji>dose</kanji> of your own medicine. Literally, there's poison on these knives and now you've both been stabbed.<br><br>

- Hint: Watch as the dose of poison sinks into your body through the knife that's in your chest, as it simultaneously happens to the other guy too."	<reading><jp>ざい</jp></reading>	None	None	ざい	"""I need a <kanji>dose</kanji> of the antidote!"" you yell, and the other guy looks you dead in the eyes. They slowly pull a tiny <reading>xy</reading>lophone (<jp>ざい</jp>) out of their pocket, play a few notes, and then eat it. ""Ah, you'd like a dose of the xylophone cure, wouldn't you?""<br><br>

- Hint: Now you're begging them for a dose of the xylophone drug. Just a taste, you want to live!"
40	兼	Concurrently	Mona Lisa	兼	"The <radical>Mona Lisa</radical> is in front of you. ""You must all paint the Mona Lisa <kanji>concurrently</kanji>,"" says your art class teacher.<br><br>

- Hint: Pay close attention to the students around you. Don't go too fast or too slow, or you won't finish concurrently."	<reading><jp>けん</jp></reading>	<jp>か</jp>	None	けん	"Your entire class finishes <kanji>concurrently</kanji>. You look at your finished result. Wait, that's not the Mona Lisa. You painted <reading>Ken</reading> (<jp>けん</jp>) the samurai.<br><br>

- Hint: It's a nice painting, the frown is just right, and you finished concurrently with everyone else, but you're probably going to fail this class."
40	俊	Genius	Leader,Spider	ｲ,夋	"The <radical>leader</radical> of all the <radical>spider</radical>s is a <kanji>genius</kanji>! Spiders are already pretty smart. They can weave complex homes and traps in one web. They even know where not to step so they don't get caught. But the leader knows everything. It made itself a little webbed computer and everything!<br><br>

- Hint: Imagine seeing the leader of the spiders weaving it's own little spider computer. Doing spider math, and spider chemistry. It's a genius!"	<reading><jp>しゅん</jp></reading>	None	None	しゅん	"As you watch the spider <kanji>genius</kanji> you realize that <reading>soon</reading> (<jp>しゅん</jp>) spiders will take over the humans. They're just way smarter than us. Soon we'll be the bugs.<br><br>

- Hint: Soon we'll be slaves to the genius spiders. Soon we'll be the flies. "
40	孝	Filial Piety	Teacher	孝	"<radical>Teacher</radical>s are all around us. Those who came before us are our teachers, so it's important to respect them. This is the basic idea of <kanji>filial piety</kanji>.<br><br>

- Hint: Respect your elders, for they have much to teach us. "	<reading><jp>こう</jp></reading>	None	None	こう	"With <kanji>filial piety</kanji> in mind, you decide to go visit your father, who is <reading><jp>こう</jp></reading>.<br><br>

- Hint: I am so ignorant and have much to learn. I must show filial piety to my father, <jp>こういち</jp>, so that he may teach me."
40	唱	Chant	Mouth,Sun	口,日	"It's time to do the <radical>mouth</radical> <radical>sun</radical> <radical>sun</radical> <kanji>chant</kanji>. That's when you use your mouth to chant sun sun, sun sun, sun sun, over and over until the sun appears.<br><br>

- Hint: Open your mouth and practice the chant right now! Sun sun, sun sun, sun sun!"	<reading><jp>しょう</jp></reading>	<jp>とな</jp>	None	しょう	"You're doing this <kanji>chant</kanji> because the <reading>Shou</reading>gun (<jp>しょう</jp>) ordered you to. The sun hasn't been shining on him as much lately, and he's displeased. So now you have to chant for him.<br><br>

- Hint: The Shougun is glaring intently at you as you chant. Open your mouth as wide as you can, get all those ""sun suns"" out, and pray that the sun will appear."
40	柱	Pillar	Tree,Master	木,主	"This <radical>tree</radical> is the <radical>master</radical> of a <kanji>pillar</kanji>. The pillar is subservient to its tree master because the tree is so great and awesome and big and cool and stuff. The pillar has great respect for its tree master.<br><br>

- Hint: See the pillar next to the tree master. See the pillar bow over and over in veneration of its tree master."	<reading><jp>ちゅう</jp></reading>	<jp>はしら</jp>	None	ちゅう	"While bowing, the <kanji>pillar</kanji> accidentally smashes <reading>Chew</reading>bacca (<jp>ちゅう</jp>). The pillar is horrified for having murdered Chewbacca, his tree master’s closest friend. The pillar is going to be punished.<br><br>

- Hint: Hear the crack and snap of branches as the tree beats the crap out of the pillar for having murdered Chewbacca. Unforgivable."
40	駆	Gallop	Horse,District	馬,区	"A <radical>horse</radical> goes to his favorite <radical>district</radical> to <kanji>gallop</kanji> around. This district has lots of cool buildings and lights to look at, so this horse loves to gallop around there.<br><br>

- Hint: Hear the horse clip clopping around the district as it continues to gallop. Clip clop, clop clip clop!"	<jp>く</jp>	<reading><jp>か</jp></reading>	None	か	"Then the horse <kanji>gallop</kanji>s into the road and gets hit by a <reading>ca</reading>r (<jp>か</jp>). Oh man, there’s blood everywhere. This horse is never going to gallop again. That car totally destroyed it.<br><br>

- Hint: The tires screech, the horse neighs, BAM! Total destruction everywhere. Bystanders scream in horror. That horse will never gallop again. It’s a sad day for all horsekind."
40	駐	Resident	Horse,Master	馬,主	"A <radical>horse</radical> is your <radical>master</radical> and you are merely a <kanji>resident</kanji> in his house. How did this horse become your master? Those aren’t questions a resident should ask! Know your place, resident!<br><br>

- Hint: Imagine having a horse as your master. Hear him neigh out orders to you and the other residents of the horse master’s house."	<reading><jp>ちゅう</jp></reading>	None	None	ちゅう	"To prove yourself a worthy <kanji>resident</kanji> of the horse master’s house, you must capture <reading>Chew</reading>bacca (<jp>ちゅう</jp>). Your horse master collects rare creatures, and Chewbacca is his latest desire. If you wish to remain a resident of the house, you must capture Chewbacca.<br><br>

- Hint: Imagine Chewbacca in a cage in the horse master’s house. You’ve proved yourself a worthy resident. Hear Chewbacca making his Wookie sounds as he bashes against the bars of his new cage."
40	顧	Review	Employ,Geoduck	雇,頁	"You <radical>employ</radical> a <radical>geoduck</radical> to <kanji>review</kanji> all your work. <br><br>

- Hint: Imagine hiring a geoduck, then ask them to review your work. Please review my writing, geoduck. Please review my record-keeping, geoduck. Please review my taxes, geoduck. This geoduck you employed can review anything for you."	<reading><jp>こ</jp></reading>	<jp>かえり</jp>	None	こ	"As the geoduck <kanji>review</kanji>s your paperwork, it notices something surprising. You have a <reading><jp>子</jp></reading> (<jp>こ</jp>)!<br><br>

- Hint: The geoduck tells you that while it was reviewing your records, it found information about a child you have. Even you didn't know this, so you're surprised that this review geoduck found something like this."
40	妖	Supernatural,Enchanting	Woman,Heaven	女,天	"What kind of <radical>woman</radical> comes down from <radical>heaven</radical>? A <kanji>supernatural</kanji> one. She is so <kanji>enchanting</kanji>.<br><br>

- Hint: Imagine your idea of what an extremely supernatural woman would look like, and have her come down from heaven towards you. You're totally enchanted by her looks."	<reading><jp>よう</jp></reading>	<jp>あや</jp>	None	よう	"The <kanji>supernatural</kanji> woman comes down in front of you and she's so <kanji>enchanting</kanji> that it takes a while to realize she's completely made of <reading>yo</reading>gurt (<jp>よう</jp>).<br><br>

- Hint: Touch the supernatural yogurt woman and feel the yogurt. Taste the yogurt, what flavor is it? It's totally enchanting you further."
26	我	I,Me	Ego	我	"Your <radical>ego</radical>... it's totally out of control. <kanji>I</kanji> mean, my ego isn't out of control. I'm the greatest. That's <kanji>me</kanji>. But your ego? Ugh, so out of control unlike my amazing ego.<br><br>

- Hint: Just keep going with this sentence about the ego. You can't stop, because really it's your ego that's out of control. That's <kanji>I</kanji> when you're saying it."	<reading><jp>が</jp></reading>	<jp>われ, わ</jp>	None	が	"<kanji>I</kanji> am the greatest in the world! I am no baby like you, that's why. A baby who says ""<reading>ga</reading> (<jp>が</jp>) ga ga ga!""<br><br>

- Hint: You're just destroying the ego of that other guy. ""Why?"" you ask? ""Because <kanji>I</kanji> am the boss here. And you are the baby. Ego things."""
35	喋	Chat,Talk	Mouth,World,Tree	口,世,木	"The <radical>mouth</radical> of the <radical>World</radical> <radical>Tree</radical>, all it does is <kanji>chat</kanji> and <kanji>talk</kanji>.<br><br>

- Hint: You'd think the World Tree's mouth would talk wisdom, but all it does is chat, chat, chat."	<jp>ちょう</jp>	<reading><jp>しゃべ</jp></reading>	None	しゃべ	"To <kanji>chat</kanji> or <kanji>talk</kanji> with the World Tree, just head over to <reading>Sha</reading>man <reading>Bay</reading> (<jp>しゃべ</jp>).<br><br>

- Hint: The locals shorten Shaman Bay to ""Sha Bay,"" because they always go there to <jp>喋る</jp> with the World Tree. Imagine all the shamans hanging about in the bay."
10	葉	Leaf,Leaves	Flowers,World,Tree	艹,世,木	"In the <radical>world</radical> of <radical>flowers</radical> and <radical>tree</radical>s, the most important thing is the <kanji>leaf</kanji>. <kanji>Leaves</kanji> are how flowers and trees get their nutrients from the sun! <br><br>

- Hint: Leaves, no matter how little, are the most important thing in the world for them."	<jp>よう</jp>	<reading><jp>は, ば</jp></reading>	None	は, ば	"Picture a little flower working really hard to grow its first leaf. The <kanji>leaf</kanji> pops out and it shouts, ""<reading>Ha</reading> (<jp>は</jp>)!""<br><br>

- Hint: <jp>は</jp> is the sound of a leaf coming into existence. Whenever you see a plant from now on, hear the little ha sound it makes when each leaf pops out of its body."
42	焦	Char	Turkey,Boil	隹,灬	"You take a <radical>turkey</radical> and try to <radical>boil</radical> it but you <kanji>char</kanji> it instead. That's what happens when you throw meat into a pot on high with no water in there.<br><br>

- Hint: You should know better than to try to boil something without water! Now what are you going to do with this raw, but charred turkey?!"	<reading><jp>しょう</jp></reading>	<jp>こ, あせ</jp>	None	しょう	"You're staring sadly at the <kanji>char</kanji>red turkey when you suddenly sense the <reading>Shou</reading>gun (<jp>しょう</jp>) looming behind you. You were supposed to be cooking this turkey for him and now he looks really, really mad.<br><br>

- Hint: The Shougun reaches down and bites a charred hunk off the turkey. He yells and spits it out. Why did he do that?! You have no idea but it looked nasty."
17	無	Nothing	Nothing	無	The <radical>nothing</radical> radical and the <kanji>nothing</kanji> kanji are exactly the same! Woah!	<reading><jp>む, ぶ</jp></reading>	<jp>な</jp>	None	む, ぶ	"<kanji>Nothing</kanji> can <reading>moo</reading> (<jp>む</jp>) quite like a cow can moo. Cows are the best at going moo. That’s a fact.<br><br>

- Hint: Listen to this cow moo. Can you do a better moo than this moo cow? Nope."
31	貨	Freight	Change,Shellfish	化,貝	"You want to <radical>change</radical> your <radical>shellfish</radical> into <kanji>freight</kanji> so you can transport it. That means packing them up into giant freight containers.<br><br>

- Hint: Imagine changing your shellfish from loose, wet form, to solid freight form. It's actually a lot of hard work."	<reading><jp>か</jp></reading>	None	None	か	"To move this <kanji>freight</kanji>, you need a <reading>ca</reading>r (<jp>か</jp>). You strap all of the freight containers to the top of your car, stacked nice and high and precarious, so you can move it.<br><br>

- Hint: Picture all of this freight stacked on top of your car. As you drive the car, every turn you make feels slow and heavy from the freight weight."
28	清	Pure	Tsunami,Blue	氵,青	"A <radical>tsunami</radical> that's <radical>blue</radical> is <kanji>pure</kanji>. Some tsunami are other colors, like brown or red because they aren't pure, they'll full of trash and poop and other horrible things. But a blue tsunami is completely pure!<br><br>

- Hint: Picture this pure blue tsunami. You can see every crystal clear drop of water in it."	<reading><jp>せい, しょう, しん</jp></reading>	<jp>きよ</jp>	<jp>し</jp>	せい, しょう, しん	"Seeing this <kanji>pure</kanji> blue tsunami inspires you to pull out your glowing blue <reading>sa</reading>ber (<jp>せい</jp>)! As the pure water comes toward you, you take one, long slash!<br><br>

- Hint: SPLAASHH! The tsunami's pure water splits and it absorbed into your saber. Now it's pure too. And transparent!"
57	漬	Pickle	Tsunami,Blame	氵,責	"<radical>Tsunami</radical>s get <radical>blame</radical>d because they <kanji>pickle</kanji> everything in their path. That means that everything smells of pickles after a tsunami.<br><br>

- Hint: Imagine a tsunami crashing over the land, being blamed by everyone. In its path is are piles and piles of pickles, as far as the eye can see! "	<jp>し</jp>	<reading><jp>つ</jp></reading>	None	つ	"Looking at all those <kanji>pickle</kanji>s, you bend down and pick up <reading>two</reading> (<jp>つ</jp>) of them. One in each hand. You look at the pickles in your hand and wonder whether to try one.<br><br>

- Hint: Picture the two pickles and imagine what kind of pickles they are."
48	貼	Paste	Shellfish,Fortune	貝,占	"Your <radical>shellfish</radical> are worth a <radical>fortune</radical> because you decided to <kanji>paste</kanji> your fortune to the shellfish.<br><br>

- Hint: Picture all of your riches, your money, your jewels. They're all pasted directly onto all of your shellfish!"	<jp>ちょう</jp>	<reading><jp>は</jp></reading>	None	は	"You're a little crazy, which is why you decided to use <kanji>paste</kanji> to paste your entire fortune to these shellfish, and as you paste each one you yell out, ""<reading>Ha</reading> (<jp>は</jp>)!"" Paste.<br><br>

- Hint: ""Ha ha!"" Paste paste. ""Ha ha ha!!"" PASTE PASTE PASTE."
47	粘	Sticky	Rice,Fortune	米,占	"Your <radical>rice</radical> <radical>fortune</radical> is <kanji>sticky</kanji>. Rice is sticky. So is your rice fortune. Your fortune of rice is sticky because it is made up entirely of sticky rice.<br><br>

- Hint: Look at this sticky rice fortune of yours. Run your hands through it and feel the sticky rice between your fingers. Hear the sticky sucking sounds and you stir the sticky rice about."	<reading><jp>ねん</jp></reading>	<jp>ねば</jp>	None	ねん	"This rice is so <kanji>sticky</kanji> that you are able to sculpt <reading>nen</reading>doroids (<jp>ねん</jp>) from it. Your rice fortune is worth even more now that you are hand making limited edition nendoroids from it.<br><br>

- Hint: Imagine sculpting these sticky rice nendoroids with your bare hands. Feel the sticky rice between your fingers as you smush the rice into cute little nendoroids."
48	辱	Humiliate	Landslide,Measurement	辰,寸	"The <radical>landslide</radical> <radical>measurement</radical> <kanji>humiliate</kanji>s you. You told everyone you couldn't come to work, that your house had been destroyed and your car was carried away, but then scientists measured the landslide, and it only went a few feet.<br><br>

- Hint: Honestly, that's what you get for lying. But it doesn't make it any less humiliating even if you deserve it."	<reading><jp>じょく</jp></reading>	<jp>はずかし</jp>	None	じょく	"Your friends and coworkers <kanji>humiliate</kanji> you more by making <reading>joke</reading>s (<jp>じょく</jp>). ""Uh oh, I heard it might rain later, I hope you don't drown in the inch of water that's coming!""<br><br>

- Hint: Imagine all of the cruel jokes people say to humiliate you. Feel your face burn and your stomach flip."
47	唇	Lips	Landslide,Mouth	辰,口	"A <radical>landslide</radical> came out of your <radical>mouth</radical> and created your <kanji>lips</kanji>. Before the landslide, you just had a wide open mouth hole.<br><br>

- Hint: Picture your mouth as an open hole. Now a landslide of something (words? food? something worse?) comes pouring out, and when it's done you have lips. You flap them open and closed to test them out."	<jp>しん</jp>	<reading><jp>くちびる</jp></reading>	None	くちびる	"Now you can use your new <kanji>lips</kanji> to enjoy a nice, cold <reading>Kuchi beer</reading> (<jp>くちびる</jp>). The Kuchi people are Afghan Pashtun nomads. They are lesser known for their amazing beer. And you've never been able to get this delicious beer into your mouth, but now that you have lips you can get it all in there.<br><br>

- Hint: Imagine wrapping your new lips around the mouth of this Kuchi beer bottle. It's so good! And you aren't spilling any of it!"
