Level	Symbol	Meaning	Radical Component Name	Radical Component Symbol	Meaning Mnemonic	Reading Onyomi	Reading Kunyomi	Reading Nanori	Reading Whitelist	Reading Mnemonic
45	翔	Fly	Sheep,Feathers	羊,羽	"A <radical>sheep</radical> with <radical>feathers</radical> (and presumably wings, too) is able to <kanji>fly</kanji>.<br><br>

- Hint: Imagine the sheep with feathers taking off and flying around. It's an odd sight, but makes sense, kind of."	<jp>しょう</jp>	<reading><jp>かけ, と</jp></reading>	None	かけ, と	"Using this sheep that can <kanji>fly</kanji>, you're going to get rich! But there's a problem... you have to catch the sheep. So, you get some <reading>cake</reading> (<jp>かけ</jp>) and use it to lure the sheep to your trap, where you catch it!<br><br>

- Hint: Ha HA! Everyone knows sheep love cake. Works every time. Now this flying sheep is yours!"
45	稼	Earnings	Grain,House	禾,家	"The <radical>grain</radical>s you have stored in your <radical>house</radical> reflect on your <kanji>earnings</kanji>. If you earn a lot of money, you have more grains.<br><br>

- Hint: Imagine looking at the grains in the houses of people who make vastly different earnings. The poor artist has only a few sacks of grain. The rich samurai has an extra house just for holding his grain. That's how you know he has much higher earnings than the artist."	<reading><jp>か</jp></reading>	<jp>かせ</jp>	None	か	"Another way to check someone's <kanji>earnings</kanji> is to see if they have a <reading>ca</reading>r (<jp>か</jp>). Would someone who doesn't make a lot of money have a car? No!<br><br>

- Hint: Picture your own earnings. Can you afford a lot of grains and a car?"
45	疲	Exhausted	Sick,Skin	疒,皮	"I have <radical>sick</radical> in my <radical>skin</radical>. Just look at it, it doesn't look too good. Whenever I have sickness in my skin, I know that I'm probably <kanji>exhausted</kanji>.<br><br>

- Hint: Imagine yourself being really, really exhausted. Then look at your skin. It's all sickly looking."	<reading><jp>ひ</jp></reading>	<jp>つか</jp>	None	ひ	"When you're <kanji>exhausted</kanji>, your muscles are all probably worn out. Being this worn out, you can probably imagine that your body is all <reading>hea</reading>ted (<jp>ひ</jp>) up, from all the exercising.<br><br>

- Hint: Imagine exercising so much that your body gets all <kanji>exhausted</kanji> and <reading>hea</reading>ted (<jp>ひ</jp>) up."
45	曇	Cloudy	Sun,Rain,Cloud	日,雨,云	"The <radical>sun</radical> is being blocked by a <radical>rain</radical> <radical>cloud</radical>, making it <kanji>cloudy</kanji>.<br><br>

- Hint: You look up at the sky, trying to find the sun, but it's so cloudy that you can't even find where the sun should be."	None	<reading><jp>くも</jp></reading>	None	くも	"Remember <jp>雲</jp>? It means ""cloud"" and has the same reading as ""cloudy,"" making them both <reading><jp>くも</jp></reading>.<br><br>

- Hint: If it's cloudy there are clouds, so if you can read one, you can read the other!"
45	呪	Curse	Mouth,Older Brother	口,兄	"From the <radical>mouth</radical> of your <radical>older brother</radical> comes... a <kanji>curse</kanji>!<br><br>

- Hint: Imagine him cursing you. He's not a fan of you, since you are siblings, but to think he'd go so far as to put a curse on you? You can't believe it. What kind of curse did he put upon you?"	<jp>じゅ</jp>	<reading><jp>のろ</jp></reading>	None	のろ	"Turns out, he put the <reading>no ro</reading>ad (<jp>のろ</jp>) curse on you, meaning you can never walk on roads.<br><br>

- Hint: In your mind, walk around the area where you live. Think about the places you can go that aren't roads. If you try to walk on a road, you can't. This is the <reading>no ro</reading>ad curse, after all."
45	井	Well	Well	井	"The <radical>well</radical> radical and the <kanji>well</kanji> kanji are the same.<br><br>

- Hint: Make sure you remember that this is a well of water not a ""well, actually."""	<reading><jp>しょう</jp></reading>	<jp>い</jp>	None	しょう	"There is a single <kanji>well</kanji> in each and every town thanks to the <reading>Shou</reading>gun (<jp>しょう</jp>). One of the first things he decreed when he came to power was that all people have the right to easy and central access to water.<br><br>

- Hint: The Shougun also really likes watching people do physical labor, so forcing his citizens to haul water up from the well is a plus too. But hey, they aren't thirsty!"
45	也	Considerably	Alligator	也	"An <radical>alligator</radical> is <kanji>considerably</kanji> dangerous. Considerably terrifying too. Considerably [put your scary adjective here].<br><br>

- Hint: The radical meaning and the kanji meaning aren't the same, but we'll get through this together. Just put a considerable amount of effort into this and you'll learn considerably more quickly."	<jp>や</jp>	<reading><jp>なり</jp></reading>	None	なり	"Speaking of <kanji>considerably</kanji> terrifying, that place known as <reading>Nar</reading>nia (<jp>なり</jp>) is pretty terrifying. Not sure why children want to go there.<br><br>

- Hint: Also, things that are ""considerably"" anything start somewhere. They <reading>become</reading> (<jp>なり</jp>) whatever ""considerable"" thing they are now from something smaller before."
45	魂	Soul,Spirit	Cloud,Demon	云,鬼	"The <radical>cloud</radical> floating above a <radical>demon</radical> has its <kanji>soul</kanji> in it. If you can manage to get through to the demon, to make it see that it doesn't have to be evil, it might remember who it is and return to the <kanji>spirit</kanji> it once was.<br><br>

- Hint: Right now, however, the demon is looming over you, and you can't see anything in the cloud above its head. It just looks mad, like it's gonna pummel you or eat you."	<reading><jp>こん</jp></reading>	<jp>たましい</jp>	None	こん	"You shout out and beg its <kanji>soul</kanji> for help until, finally, you see the cloud take the shape of a <reading>con</reading>dor (<jp>こん</jp>). Aha! ""You were a condor before you became a demon! Remember who you are and turn back!""<br><br>

- Hint: POOF! Now there's a condor spirit floating in front of you, crying. ""Thank you, human. You've saved my soul!"" it says, and float/flies off and disappears."
45	狩	Hunt	Animal,Protect	犭,守	"I <radical>protect</radical> my own <radical>animal</radical>s by going to <kanji>hunt</kanji> other animals... like wolves and cougars and such. <br><br>

- Hint: My animals can't protect themselves, that's why I hunt other animals instead."	<jp>しゅ</jp>	<reading><jp>か</jp></reading>	None	か	"I also do all my <kanji>hunt</kanji>s using a <reading>ca</reading>r (<jp>か</jp>). I just run those animals down with my car. Kind of cheating, but vroom vroom anyways.<br><br>

- Hint: Imagine hunting down animals in a car."
45	鐘	Bell	Gold,Stand,Village	金,立,里	"Something made of <radical>gold</radical> <radical>stand</radical>s in a <radical>village</radical>. It's a <kanji>bell</kanji>!  The village bell.<br><br>

- Hint: Every village has a bell of its own, standing tall and proud and shiny in the middle for everyone to see and hear."	<reading><jp>しょう</jp></reading>	<jp>かね</jp>	None	しょう	"The <kanji>bell</kanji> rings whenever the <reading>Shou</reading>gun (<jp>しょう</jp>) arrives in the village. Its ringing echoes throughout the entire village so everyone knows they have to come out and pay their respects.<br><br>

- Hint: The Shougun bell even sounds like it's warning you that the Shougun has arrived. It makes a loud, low shooooouu shooou sound. "
45	舟	Boat	Boat	舟	"The <radical>boat</radical> radical and the <kanji>boat</kanji> kanji are the same!<br><br>

- Hint: Boats are boats, you know?"	<jp>しゅう</jp>	<reading><jp>ふね, ふな</jp></reading>	None	ふね, ふな	"The reading is the same as the kanji <jp>船</jp>, though there's an extra reading there as well, <jp>ふな</jp>. They're close, so you should be able to remember it based off of <jp>ふね</jp>.<br><br>

- Hint: Try to answer <jp>ふな</jp> a couple times when doing your reviews. It'll help when we get to the vocab part."
44	塔	Tower	Dirt,Flowers,Suit	土,艹,合	"When <radical>dirt</radical> and <radical>flowers</radical> <radical>suit</radical> one another, the flowers grow so tall that they make a <kanji>tower</kanji>! A flower tower made of flower power!<br><br>

- Hint: Imagine walking in the woods and coming across a huge tower made of flowers. It goes so high you can hardly see the top."	<reading><jp>とう</jp></reading>	None	None	とう	"The only place flowers grow into <kanji>tower</kanji>s like this is in <reading><jp>とう</jp></reading>. <jp>とうきょう</jp> dirt is the best. <jp>とうきょう</jp> flowers are the best. Thus, you end up with a lot of <jp>とうきょう</jp> towers.<br><br>

- Hint: How do you think the <jp>とうきょう</jp> tower came to be, anyway? It was once a big flower tower. They just replaced it with metal later. BOOM! History bomb, you're welcome."
44	砲	Cannon	Stone,Wrap	石,包	"You put a <radical>stone</radical> into a <radical>wrap</radical> of some kind. This wrap happens to be a <kanji>cannon</kanji>, and you're shooting off the stone, just like I used to do to boats with the cannon we had growing up for some reason.<br><br>

- Hint: This makes a lot of sense when you think about it, right? The muzzle of the cannon wraps around the rock, then you shoot the rock. Boom!"	<reading><jp>ほう</jp></reading>	None	None	ほう	"You aim the <kanji>cannon</kanji> at your own <reading>ho</reading>me (<jp>ほう</jp>). You don't want to have a home anymore, you want to become a pirate, live on a boat, and (of course) shoot cannons all day long.<br><br>

- Hint: Watch as the cannon goes off, the rock hurtles into your home. And just like that, there is a huge, rock-shaped hole in it. You'll have to shoot a few more rocks at your home with this cannon before it's completely gone."
44	粒	Grains	Rice,Stand	米,立	"The part of <radical>rice</radical> that <radical>stand</radical>s up tall in the air (at the end of the stalks) is the <kanji>grains</kanji>.<br><br>

- Hint: If you think about this one it'll make good sense. Just imagine rice stalks standing up into the air."	<reading><jp>りゅう</jp></reading>	<jp>つぶ</jp>	None	りゅう	"You have a box of <kanji>grains</kanji>. <reading>Ryuu</reading> (<jp>りゅう</jp>) from Street Fighter is doing training by punching the grains to strengthen his fingers.<br><br>

- Hint: He has his hands flat, and stabs his hands into the grains. Yah! Yah! Yah!"
44	髪	Hair	Long,Hair,Friend	長,彡,友	"Your <radical>long</radical> <radical>hair</radical> is your <radical>friend</radical>. It's your <kanji>hair</kanji> and you're so proud of it.<br><br>

- Hint: Just feel your hair, it's such a good friend, and you wish it was longer."	<jp>はつ</jp>	<reading><jp>かみ</jp></reading>	None	かみ	"Who gave you this hair? Probably the great <reading><jp>神</jp></reading> (<jp>かみ</jp>) of hair. You deserve this great hair.<br><br>

- Hint: Pretend to pray to the great hair <jp>神</jp>. What is his reply? Does he give you more hair?"
12	僕	I,Me	Leader,Business	ｲ,業	"A <radical>leader</radical> of <radical>business</radical>? Ha! That's <kanji>me</kanji>! That's <kanji>I</kanji>!<br><br>

- Hint: This version of <kanji>I</kanji> is more boyish. It's a sort of young man/boy way of saying ""I,"" though you'll hear women use it too sometimes (it's a teensy bit tomboyish though)."	<reading><jp>ぼく</jp></reading>	None	None	ぼく	"You use the word <kanji>I</kanji> a lot. You say it so much, you just start referring to yourself with the french <reading>beaucoup</reading> (<jp>ぼく</jp>) for a lot. Because you love yourself a lot.<br><br>

- Hint: I am beaucoup I am. (Is that a pun? Did I do it right?) I dunno. Just say <jp>ぼく</jp> a lot and try to connect all of your approximate knowledges of languages together. Merci <jp>ぼく</jp> from <jp>ぼく</jp>."
44	叱	Scold	Mouth,Seven	口,七	"From my <radical>mouth</radical> I have told you <radical>seven</radical> times not to do that. Now I have to <kanji>scold</kanji> you.<br><br>

- Hint: SEVEN TIMES! You'd think you'd learn."	None	<reading><jp>しか</jp></reading>	None	しか	"What were you doing wrong that caused me to <kanji>scold</kanji> you? You were feeding the <reading><jp>鹿</jp></reading> (<jp>しか</jp>). If you feed them they'll never be able to feed themselves!<br><br>

- Hint: Imagine yourself feeding the deer, then getting scolded (or you doing the scolding to someone else feeding the deer, whichever works best)."
44	俺	I,Me	Leader,Big,Rice Paddy,Umbrella	ｲ,大,田,乚	"The <radical>leader</radical> of a <radical>big</radical> <radical>rice paddy</radical> is standing in the middle of said rice paddy with an <radical>umbrella</radical>. Who is this wacky leader? Why, it is <kanji>I</kanji>. It is <kanji>me</kanji>.<br><br>

- Hint: Imagine that this leader is you. Be rough about it, because <jp>俺</jp> is the ""rougher"" version of ""I."" You should only use it in casual situations or if you're a badass."	None	<reading><jp>おれ</jp></reading>	None	おれ	"Why am <kanji>I</kanji> standing in the middle of this rice paddy with an umbrella? I'm digging for <reading>ore</reading> (<jp>おれ</jp>).<br><br>

- Hint: More accurately, I'm standing here with an umbrella so I don't get wet. My minions are doing the ore digging, but I am watching to make sure they don't slack off."
43	旨	Point,Delicious	Spoon,Sun	匕,日	"Take your <radical>spoon</radical> to the <radical>sun</radical> to be able to take a bite. It's <kanji>delicious</kanji>, you hear. That's the <kanji>point</kanji> of the spoon.<br><br>

- Hint: Taste that delicious sun. It doesn't even burn!"	<reading><jp>し</jp></reading>	<jp>うま, むね</jp>	None	し	"This <kanji>delicious</kanji> taste is... familiar somehow. You take a few more bites and then scream. It tastes like <reading>shee</reading>p (<jp>し</jp>)!<br><br>

- Hint: You had your eyes closed because the sun is so bright. When you open them you realize the delicious sun you were eating is really just a giant, really bright, cooked sheep. You should probably point this out to NASA or something."
43	斉	Simultaneous	Simultaneous	斉	"The <radical>simultaneous</radical> radical and the <kanji>simultaneous</kanji> kanji are the same!<br><br>

- Hint: Know your radicals, yo!"	<reading><jp>せい, さい</jp></reading>	None	None	せい, さい	"What <kanji>simultaneously</kanji> protects and kills? Your holy blue <reading>sa</reading>ber (<jp>せい</jp>).<br><br>

- Hint: It's also simultaneously here and there at the same time. It moves really fast. And simultaneously glowing blue and white. Your saber is a lot of things all at once!"
43	筒	Cylinder,Tube	Bamboo,Same	竹,同	"A <radical>bamboo</radical> stalk looks the <radical>same</radical> as a big ol' <kanji>cylinder</kanji>.<br><br>

- Hint: Compare the two things in your mind and make them the same."	<reading><jp>とう</jp></reading>	<jp>つつ</jp>	None	とう	"Picture a <kanji>cylinder</kanji> shaped <reading><jp>とう</jp></reading>. All the buildings are cylinders. The city itself is cylinder shaped too. Even... gasp! The people of <jp>とうきょう</jp>!<br><br>

- Hint: <jp>とうきょう</jp> is a really weird city now that they passed the cylinder law. Imagine it so deeply that it weirds you out."
43	封	Seal,Seal In,Closing	Dirt,Measurement	土,寸	"You need to make a <radical>measurement</radical> of an area so you take two clumps of <radical>dirt</radical> to <kanji>seal in</kanji> each side of your measuring tape, so it stays on the ground. This is the way people used to seal things back in the day, back when we didn't have fancy things like tape and glue.<br><br>

- Hint: Picture sealing other things with dirt. Like the bricks in your wall. Or the hole in your floor. Dirt can seal in anything."	<reading><jp>ふう, ほう</jp></reading>	None	None	ふう, ほう	"You can also <kanji>seal</kanji> <reading>foo</reading>d (<jp>ふう</jp>) in dirt to make it last longer. That's how jerky came about, you know. Seal some meat underground and in a few months you'll have some tasty dried meats to chew.<br><br>

By the way, this has another reading you should probably know. It’s <jp>ほう</jp>. Most sealing is done in the <reading>ho</reading>me (<jp>ほう</jp>), you know? So just think about eating food in your own home!<br><br>

- Hint: Dig up your sealed food and eat it in the comfort of your own home. Mm, delicious!"
43	威	Majesty	Slide,Drunkard,Ground,Woman	丿,戈,一,女	"A <radical>drunkard</radical> goes down a <radical>slide</radical>, hits the <radical>ground</radical> and bumps into a <radical>woman</radical>. Who is that woman? It's none other than her <kanji>majesty</kanji>.<br><br>

- Hint: The problem is that you don't want to run into her majesty. That's a grave offense. Feel the fear that you're going to get your head lopped off from running into her."	<reading><jp>い</jp></reading>	None	None	い	"After you run into her <kanji>majesty</kanji>, her guardian <reading>ea</reading>gle (<jp>い</jp>) swoops on you and pulls you off of her.<br><br>

- Hint: Then it starts pecking at your eyes. Imagine fighting off an eagle trying to get at you."
43	垣	Hedge,Fence	Dirt,Ground,Dawn	土,一,旦	"Look at the <radical>dirt</radical> on the <radical>ground</radical> at <radical>dawn</radical> and you'll be able to see all the <kanji>hedge</kanji>s growing in the area really well. At any other time of day, hedges tend to blend into their surroundings. But at dawn, the shadows the sun makes really helps them stand out.<br><br>

This hedge also works as a <kanji>fence</kanji>. It borders an area and you can't walk through it. A natural fence!<br><br>

- Hint: Picture yourself leaning over a balcony at dawn, looking at all the hedges appear and their shadows stretch over the ground."	None	<reading><jp>かき</jp></reading>	None	かき	"You're looking intently at one particular <kanji>hedge</kanji> because yesterday you dropped your <reading>ca</reading>r <reading>key</reading>s (<jp>かき</jp>) behind it. Now that you know where the hedge is you're going to need to search it to find your car keys.<br><br>

- Hint: Imagine rooting around under some hedges, desperately trying to find your car keys. Hedges are prickly and there's spiders in here! If only you didn't need a car in the first place!"
43	即	Instant	Root,Stamp	艮,卩	"The <radical>root</radical> of a <radical>stamp</radical> is to get an <kanji>instant</kanji> picture down. Back in the olden days, people had to make seals and draw out things by hand, so stamps came about so you can—BAM—just stamp it and have what you want in an instant.<br><br>

- Hint: Lots of things have roots from wanting to have something in an instant. Just think about instant ramen. The root of that was to get ramen real, real fast. Similar to stamps, ya know?"	<reading><jp>そく</jp></reading>	<jp>すなわ</jp>	None	そく	"Think about the thing you want to make <kanji>instant</kanji>. I'd want instant <reading>sock</reading>s (<jp>そく</jp>)! Don't waste time searching for a matching pair or pulling them on. Just take out a pair of instant socks, add water, and the socks are already on your feet. In an instant!<br><br>

- Hint: Imagine using instant socks. How do they feel? Soggy, but hey, it was fast!"
43	牧	Pasture	Cow,Winter	牛,夂	"A <radical>cow</radical> in the <radical>winter</radical> doesn't like to leave the barn to go to the <kanji>pasture</kanji>. It has to, though, because a cow's gotta eat.<br><br>

- Hint: It's cold outside (it's winter after all). Imagine you having to herd all the cows out to pasture even though they don't want to leave the warm barn."	<reading><jp>ぼく</jp></reading>	<jp>まき</jp>	None	ぼく	"<jp>ぼく</jp> is one of the common ways to say ""I"" in Japanese (which you should remember!). In this case, you're a boy... a cowboy, and you say, ""<reading><jp>ぼく</jp></reading> will take these cows out to pasture!""<br><br>

- Hint: Actually say that phrase out loud while thinking about bringing your cows to pasture."
43	籍	Enroll	Bamboo,Plow,Long Ago	竹,耒,昔	"People had to ride their <radical>bamboo</radical> <radical>plow</radical>s <radical>long ago</radical> to <kanji>enroll</kanji> in things. There were no cars yet, so they would hitch a cow to their bamboo plow, and dig their way to the government office or school to enroll.<br><br>

- Hint: Picture the little hut that passed for school long ago. All of the bamboo plows are parked around it, as the people enroll themselves and their kids up for classes."	<reading><jp>せき</jp></reading>	None	None	せき	"If you <kanji>enroll</kanji> in something new people will find you very <reading>sexy</reading> (<jp>せき</jp>). This was true long ago too. There's nothing sexier than trying to improve yourself.<br><br>

- Hint: Picture a line of people enrolling for new classes, sports, citizenship, etc. The moment they've enrolled they poof into the perfect, sexy person (in your eyes)."
43	貢	Tribute	Construction,Shellfish	工,貝	"This <radical>construction</radical> project made from <radical>shellfish</radical> will act as a <kanji>tribute</kanji> to the Crabigator.<br><br>

- Hint: The Crabigator is a sea creature (maybe?), so making a tribute from shellfish makes some sense."	<reading><jp>こう</jp></reading>	<jp>みつ</jp>	None	こう	"This great <kanji>tribute</kanji> is being commissioned by Emperor <reading><jp>こう</jp></reading>. <br><br>

- Hint: In his power, <jp>こういち</jp> has made a new religion around the Crabigator, to put the fear of kanji learning into his subjects.<br><br>

- Hint: Hint: When you see <jp>工</jp> in a kanji it will often take the <jp>こう</jp> reading."
43	珍	Rare	King,Hat,Hair	"王,<i class=""radical-hat""></i>,彡"	"The <radical>king</radical>'s <radical>hat</radical>, not to mention the <radical>hair</radical> stuck to said hat, is incredibly <kanji>rare</kanji>. If you have your hands on either of these things, you'll be a rich duck.<br><br>

- Hint: Imagine yourself holding a king's hat covered in his hair. Who will you sell it to? This is such a rare item!"	<reading><jp>ちん</jp></reading>	<jp>めずら</jp>	None	ちん	"Then you look closer at the hat. It's about to get even <kanji>rare</kanji>r. Attached to the hair is the king's <reading>chin</reading> (<jp>ちん</jp>).<br><br>

- Hint: Not sure how it got there, but you'll make a pretty penny from this. The king only had one chin, so that's about as <kanji>rare</kanji> as they come."
42	荒	Wild	Flowers,Death,River	艹,亡,川	"<radical>Flowers</radical> find their <radical>death</radical> in a <radical>river</radical> out in the <kanji>wild</kanji>. Flowers live on water, but this river drowns the flowers to death. The wild is a dangerous place.<br><br>

- Hint: Imagine yourself out in the wild wilderness as you hear the flowers screaming until death takes them. The river is raging, there’s nothing you can do to help the flowers. The wild has claimed them."	<jp>こう</jp>	<reading><jp>あ, あら</jp></reading>	None	あ, あら	"<reading>Ah</reading> (<jp>あ</jp>), the flowers in the <kanji>wild</kanji> have been claimed <reading>à la</reading> (<jp>あら</jp>) the great flood. Ah, you don’t think so? Well I do.<br><br>

- Hint: Imagine this scene again, only imagine it like the wild flowers are experiencing their own great flood. Ah, those flowers are drowning to death à la everything that died in the Biblical flood."
42	芝	Lawn	Flowers,Hills	"艹,<i class=""radical-hills""></i>"	"There are <radical>flowers</radical> and <radical>hills</radical> in your front <kanji>lawn</kanji>. Your lawn is pretty big and it is covered with both flowers and hills. It’s very pretty.<br><br>

- Hint: Imagine walking through your lawn and smelling all the flowers as you travel over the rolling hills. What a delightful lawn this is."	<jp>し</jp>	<reading><jp>しば</jp></reading>	None	しば	"You are the proud owner of a <reading>Shiba</reading> (<jp>しば</jp>) Inu, y’know, the Japanese dog? Well, this Shiba Inu of yours loves to run around in your <kanji>lawn</kanji> and through the flowers and over the hills. This is the perfect lawn for your Shiba.<br><br>

- Hint: Look at your little Shiba running through the lawn all happy and elated. Hear him barking as he zooms up and down each hill."
42	網	Netting	Thread,Hill	糸,岡	"You have a <radical>thread</radical> <radical>hill</radical>, but the hill is a bit weird looking (take a look at the hill radical in this kanji). It's not any normal hill, it's a weird lumpy hill that isn't quite right. That's because it is a thread hill of <kanji>netting</kanji>, and parts of the nets have caught things, like fish and cats, so there's weird abnormal lumps in them.<br><br>

- Hint: You'll need to differentiate this from <jp>綱</jp>, which uses the same radicals (though <jp>綱</jp> has a real hill radical). Just remember that the weird ""hill"" has stuff caught in it because it is <kanji>netting</kanji>."	<reading><jp>もう</jp></reading>	<jp>あみ</jp>	None	もう	"There's so much <kanji>netting</kanji> that it's out of control. You decide to take your lawn mower to <reading>mow</reading> (<jp>もう</jp>) it all down.<br><br>

- Hint: When you do this, it destroys your lawn mower, because who thought it was a good idea to use a lawn mower on netting? Your dumb idea. C'mon!"
42	枢	Hinge	Tree,District	木,区	"In the <radical>tree</radical> <radical>district</radical> of town you can buy a lot of tree products, including doors. With those doors, though, you always need <kanji>hinge</kanji>s.<br><br>

- Hint: Don't forget to buy a hinge. Your door purchase will <kanji>hinge</kanji> on your hinges."	<reading><jp>すう</jp></reading>	<jp>からくり</jp>	None	すう	"You buy an awesome <kanji>hinge</kanji> and try it out. Instead of working properly, it just falls apart and the door falls on you, crushing your lower body. You yell out (and you have to yell) ""I'm GOING TO <reading>SUUUUEEE</reading> (<jp>すう</jp>) YOU!""<br><br>

- Hint: Really lengthen out that ""sue"" because it's a long ""suu"" for the reading and that will help."
42	析	Analysis	Tree,Axe	木,斤	"You hit a <radical>tree</radical> with an <radical>axe</radical> so you can do some <kanji>analysis</kanji> on it. To do the analysis on the tree, a cross section needs to be obtained, so you must chop it in half with your axe.<br><br>

- Hint: Imagine taking this axe in your hands and chopping away at this tree to do your analysis. Hear the chop chop chop as wood chips fly into your face."	<reading><jp>せき</jp></reading>	None	None	せき	"The person who is doing this <kanji>analysis</kanji> is very <reading>sexy</reading> (<jp>せき</jp>). Who is this sexy person? Why it’s you of course, you sexy beast. I love watching you do analysis on trees. It’s so sexy.<br><br>

- Hint: Imagine yourself being sexy and doing tree analysis. What sort of sexy analysis moves can you think of? Oh yeah, so sexy."
42	堅	Solid	Servant,Stool,Dirt	臣,又,土	"A <radical>servant</radical> secures a <radical>stool</radical> in the <radical>dirt</radical> so that it is a <kanji>solid</kanji> sitting device. If you just throw a stool on the ground it will flop over easily. But if you have a servant to dig it into the dirt a bit, it becomes nice and solid and safe for sitting!<br><br>

- Hint: Picture two stools in your mind. One is solid, you want to sit on it. The other looks like the wind will knock it over. Don't sit on that!"	<jp>けん</jp>	<reading><jp>かた</jp></reading>	None	かた	"You need this stool to be extra <kanji>solid</kanji> because you're using it to test your new <reading>cata</reading>pult (<jp>かた</jp>). If it isn't solid, when you launch it and yourself in the catapult, the stool might fall over, killing you both. And you don't want that, now do you?<br><br>

- Hint: You better hope that catapult is solid too. If it isn't the whole thing will come apart when you try to launch yourself into the air."
59	吟	Recital	Mouth,Now	口,今	"We want you to say things with your <radical>mouth</radical> right <radical>now</radical> because it's <kanji>recital</kanji> time! Go, perform please. What do you mean you didn't know the recital was right now? Well, tough luck. Recite!<br><br>

- Hint: The recital is happening now. So open your mouth and start already!"	<reading><jp>ぎん</jp></reading>	None	None	ぎん	"Here, if you are too afraid to start the <kanji>recital</kanji> now drink this <reading>gin</reading> (<jp>ぎん</jp>) to get your courage up. But once you're done drinking it the recital starts!<br><br>

- Hint: Drink gin before all your recitals! It'll help!"
59	叔	Uncle,Aunt	Above,Small,Stool	上,小,又	"There were lots of things that were <radical>above</radical> you when you were <radical>small</radical> that you would need a <radical>stool</radical> to reach, so you just asked your <kanji>aunt</kanji> or <kanji>uncle</kanji> to get them for you.<br><br>

- Hint: Your parents didn't want you having those things, which is why they put them up high, but your aunt and uncle would always spoil you and get them for you."	<jp>しゅく</jp>	None	<reading><jp>お</jp></reading>	お	"You ask your <kanji>aunt</kanji> and <kanji>uncle</kanji> to help you reach your special <reading>o</reading>bi (<jp>お</jp>) from high up in the closet. <br><br>

- Hint: You aren't supposed to wear your obi unless it's a special occasion, but your aunt and uncle don't know that. Now you can run around with it on your head and your parents can't stop you by putting it up high!"
59	篤	Deliberate	Bamboo,Horse	竹,馬	"If someone makes a <radical>bamboo</radical> <radical>horse</radical>, you know it's <kanji>deliberate</kanji>. You can't accidentally make an entire horse out of bamboo.<br><br>

- Hint: Someone sat down and deliberately planned the entire horse out, collected the materials, and made it by hand."	<reading><jp>とく</jp></reading>	<jp>あつ</jp>	None	とく	"As you admire all the <kanji>deliberate</kanji> details in this bamboo horse, the ghost of <reading>Toku</reading>gawa (<jp>とく</jp>) Ieyasu appears before you! ""I deliberately made this horse to show you how important being deliberate is. You should be absolutely certain and decisive about your decisions.""<br><br>

- Hint: Tokugawa Ieyasu then poofs out of existence and so does the bamboo horse."
59	峠	Peak	Mountain,Above,Below	山,上,下	"If you're on a <radical>mountain</radical> looking from <radical>above</radical> to <radical>below</radical> that means you're on the <kanji>peak</kanji> of the mountain.<br><br>

- Hint: Imagine standing right at the peak of a mountain looking at down from above and everything down below. You're really, really high up!"	None	<reading><jp>とうげ</jp></reading>	None	とうげ	"It's only on this type of mountain <kanji>peak</kanji> that you'll be able to find the rare and adorable <reading>To</reading>kyo <reading>ge</reading>cko (<jp>とうげ</jp>). These tiny little critters can only be found on the ridges going above and below the mountains in Tokyo. There are like six mountains in Tokyo, so the next time you're scaling the ridges keep your eyes open for the Tokyo gecko!<br><br>

- Hint: Picture yourself sitting on a mountain peak in Tokyo and watching a little Tokyo gecko run up and down on them. It's adorable and totally worth the climb."
59	遷	Transition	Scooter,Helicopter,Big,Oneself	"<i class=""radical-scooter""></i>,覀,大,己"	"Going from a <radical>scooter</radical> to a <radical>helicopter</radical> that's <radical>big</radical> even for yourself (<radical>oneself</radical>), is huge <kanji>transition</kanji>.<br><br>

- Hint: It's an upward transition, so that's nice, but it's still going to take you a long time to get used to using a big helicopter instead of a scooter."	<reading><jp>せん</jp></reading>	<jp>うつ, みやこがえ</jp>	None	せん	"You decide one <kanji>transition</kanji> isn't enough, so you transition to a <reading>cen</reading>taur (<jp>せん</jp>) too. Now you're a big half horse-half human creature and you'll fit in the big helicopter better.<br><br>

- Hint: A centaur is just a human halfway between transitioning into a horse, so it isn't even that hard to do!"
58	凌	Endure	Ice,Frostbite	冫,夌	"If you touch <radical>ice</radical> for too long you'll get <radical>frostbite</radical> and that's a really hard thing to <kanji>endure</kanji>. A lot of people can't, and die. Then again, you managed to endure touching ice long enough to get frostbite in the first place, so maybe this is baby stuff for you.<br><br>

- Hint: Imagine having to endure the pain of frostbite because you were a jerk who put his hand on ice for a few hours."	<jp>りょう</jp>	<reading><jp>しの</jp></reading>	None	しの	"The best people in the world at being able to <kanji>endure</kanji> the pain are the <reading>shino</reading>bi (<jp>しの</jp>) ninjas! They train by hanging out in frozen areas all the time and don't complain at all. Maybe if the pain gets to be too much you can go ask them for advice.<br><br>

- Hint: Imagine if you were one of these cool Shinobi ninjas that could endure the extreme cold and pain of frostbite!"
